x,y,area,max_scoreImg,max_innerToRing,nr
247.0,65.5,2.0,16.0,13.0,10
254.0,22.0,1.0,16.0,10.7,12
257.0,0.48,2.0,17.0,15.1,13
12.0,166.0,1.0,15.0,12.6,13
11.0,175.0,1.0,14.0,12.2,25
461.44,64.56,2.0,19.0,11.4,73
152.98,311.48,4.0,20.0,15.2,81
126.34,331.41,3.0,24.0,17.7,82
102.5,350.5,2.0,19.0,15.0,83
60.53,383.47,2.0,16.0,12.1,85
215.0,449.88,3.0,20.0,13.9,88
230.0,365.45,2.0,18.0,14.6,90
239.0,321.48,2.0,17.0,11.2,91
292.0,115.44,2.0,18.0,13.3,96
303.22,76.02,4.0,20.0,11.6,97
313.0,36.95,3.0,16.0,14.7,98
0.0,293.0,1.0,14.0,13.0,187
32.0,255.47,2.0,19.0,12.8,202
38.0,269.0,1.0,21.0,17.5,203
50.0,298.0,1.0,19.0,14.3,205
56.0,314.0,1.0,19.0,13.7,206
66.0,349.54,2.0,21.0,15.2,208
70.0,370.0,1.0,19.0,11.8,209
73.33,390.65,3.0,15.0,9.9,210
76.57,412.57,2.0,20.0,11.3,211
80.0,436.0,1.0,19.0,9.7,212
83.0,459.0,1.0,18.0,12.3,213
77.0,376.0,1.0,14.0,10.5,240
382.0,471.0,1.0,15.0,9.4,243
412.0,370.0,1.0,14.0,10.0,245
72.0,182.0,1.0,17.0,11.5,263
361.0,444.0,1.0,14.0,9.6,265
194.0,2.0,1.0,15.0,13.9,268
198.0,7.0,1.0,17.0,11.2,269
385.0,336.5,2.0,14.0,10.6,269
202.0,11.0,1.0,22.0,16.5,270
206.0,15.0,1.0,20.0,17.0,271
398.0,284.5,2.0,14.0,10.3,271
210.0,19.0,1.0,18.0,16.5,272
214.0,24.0,1.0,26.0,24.9,273
218.0,28.0,1.0,14.0,12.5,274
221.0,32.41,2.0,20.0,17.0,275
424.0,183.0,1.0,18.0,10.0,275
225.0,37.0,1.0,17.0,11.5,276
228.0,41.0,1.0,17.0,14.0,277
69.0,33.0,1.0,15.0,10.9,278
230.0,45.0,1.0,26.0,24.3,278
233.0,49.0,1.0,25.0,22.4,279
29.0,22.0,1.0,16.0,15.4,280
235.0,53.0,1.0,21.0,19.3,280
16.0,17.0,1.0,16.0,13.2,281
461.0,22.0,1.0,16.0,10.4,281
238.0,57.0,1.0,24.0,21.6,281
5.0,11.0,1.0,18.0,15.4,282
241.0,61.0,1.0,23.0,22.2,282
244.0,65.46,2.0,20.0,17.2,283
247.0,70.0,1.0,26.0,23.1,284
249.61,74.0,2.0,22.0,20.5,285
252.0,78.0,1.0,24.0,23.2,286
254.44,83.0,2.0,18.0,16.2,287
257.0,88.0,1.0,32.0,30.5,288
259.0,93.0,1.0,20.0,19.9,289
262.0,98.0,1.0,22.0,17.5,290
264.0,103.44,2.0,23.0,21.5,291
267.0,109.0,1.0,29.0,23.7,292
270.0,115.0,1.0,30.0,25.8,293
273.0,120.49,2.0,21.0,18.4,294
276.0,126.0,1.0,31.0,27.2,295
279.0,131.62,2.0,30.0,25.2,296
282.0,137.38,2.0,26.0,21.9,297
285.0,143.0,1.0,22.0,17.5,298
287.6,148.26,3.0,21.0,19.2,299
290.37,153.71,3.0,19.0,15.6,300
293.61,159.61,2.0,25.0,20.0,301
297.0,165.57,2.0,27.0,25.0,302
300.0,171.44,2.0,22.0,19.3,303
303.62,177.62,2.0,25.0,23.1,304
307.0,184.39,2.0,28.0,25.6,305
310.0,191.0,1.0,31.0,26.5,306
313.0,198.33,2.0,30.0,24.4,307
339.6,276.6,2.0,24.0,21.9,317
343.0,286.0,1.0,28.0,21.7,318
346.27,294.59,3.0,23.0,21.8,319
350.0,303.56,2.0,27.0,24.1,320
354.0,312.57,2.0,25.0,20.9,321
358.0,322.0,1.0,31.0,24.4,322
361.4,331.4,2.0,24.0,19.2,323
365.0,341.0,1.0,27.0,23.4,324
257.0,467.61,2.0,22.0,14.3,324
93.0,134.0,1.0,14.0,10.6,325
369.65,350.65,2.0,28.0,24.6,325
375.0,360.36,2.0,27.0,20.6,326
380.0,369.56,2.0,28.0,22.5,327
168.38,419.71,3.0,20.0,15.3,327
384.76,378.52,3.0,30.0,27.0,328
144.45,405.45,2.0,21.0,17.6,328
390.25,388.54,3.0,26.0,24.1,329
121.0,391.0,1.0,19.0,12.9,329
395.25,397.72,3.0,27.0,26.2,330
80.53,366.0,2.0,19.0,17.2,331
401.0,407.54,2.0,22.0,14.1,331
406.0,416.63,2.0,26.0,21.5,332
43.0,344.0,1.0,17.0,12.5,333
411.0,426.32,2.0,30.0,25.6,333
26.0,336.0,1.0,15.0,10.2,334
415.0,435.56,2.0,27.0,22.5,334
7.0,327.0,1.0,15.0,12.5,335
418.0,444.66,2.0,29.0,28.2,335
421.0,454.48,2.0,22.0,18.0,336
424.31,464.65,3.0,19.0,15.7,337
427.56,474.99,4.0,24.0,19.0,338
335.0,478.0,1.0,16.0,16.5,341
361.0,102.0,1.0,15.0,10.6,353
442.0,6.0,1.0,15.0,11.4,392
419.0,12.0,1.0,15.0,10.9,393
396.33,16.35,3.0,16.0,11.6,394
374.0,21.0,1.0,20.0,16.7,395
314.0,37.0,1.0,16.0,12.5,398
297.44,43.0,2.0,18.0,12.6,399
280.0,50.0,1.0,15.0,12.2,400
264.45,56.0,2.0,17.0,14.6,401
249.0,62.0,1.0,18.0,13.7,402
233.48,68.0,2.0,16.0,11.5,403
218.0,73.0,1.0,15.0,11.5,404
202.0,79.0,1.0,16.0,11.9,405
186.0,84.0,1.0,14.0,12.5,406
156.0,93.0,1.0,16.0,11.9,408
142.0,98.0,1.0,20.0,14.7,409
128.52,102.0,2.0,16.0,12.2,410
115.42,106.0,2.0,21.0,19.2,411
91.0,113.0,1.0,16.0,14.7,413
79.0,117.0,1.0,16.0,14.6,414
68.0,120.0,1.0,16.0,14.5,415
45.0,125.0,1.0,16.0,12.8,417
15.0,132.0,1.0,15.0,13.1,420
9.0,478.0,1.0,16.0,12.7,466
12.0,453.0,1.0,15.0,10.5,467
17.0,427.0,1.0,19.0,12.6,468
28.51,378.98,4.0,18.0,15.1,470
37.0,354.44,2.0,20.0,15.4,471
56.0,295.46,2.0,20.0,13.6,473
127.0,72.0,1.0,15.0,9.5,480
150.0,9.0,1.0,17.0,10.9,482
255.0,343.0,1.0,20.0,16.5,515
262.0,326.0,1.0,15.0,12.0,517
268.0,158.0,1.0,14.0,10.6,519
270.0,137.0,1.0,14.0,10.8,520
273.0,116.0,1.0,16.0,13.5,521
282.0,282.0,1.0,19.0,19.5,522
281.0,54.0,1.0,14.0,10.9,524
291.0,262.0,1.0,20.0,18.6,524
295.0,252.41,2.0,20.0,18.7,525
286.0,14.0,1.0,14.0,10.9,526
318.0,197.0,1.0,21.0,14.7,530
323.0,186.0,1.0,15.0,11.0,531
327.0,175.0,1.0,15.0,12.6,532
332.0,165.0,1.0,21.0,17.9,533
337.0,155.0,1.0,14.0,12.9,534
343.0,143.48,2.0,17.0,15.7,535
349.0,133.0,1.0,16.0,14.5,536
355.0,121.5,2.0,16.0,13.7,537
361.0,110.0,1.0,21.0,19.2,538
367.0,99.49,2.0,20.0,18.0,539
373.0,89.39,2.0,22.0,21.5,540
379.0,79.0,1.0,23.0,21.5,541
385.0,68.46,2.0,20.0,16.0,542
420.0,398.48,2.0,15.0,11.7,542
391.0,57.0,1.0,23.0,19.0,543
396.0,46.41,2.0,22.0,21.6,544
401.0,35.0,1.0,22.0,16.9,545
407.0,23.0,1.0,19.0,15.5,546
435.0,342.42,2.0,19.0,18.0,546
413.0,10.53,2.0,19.0,16.1,547
442.0,313.0,1.0,17.0,12.7,548
463.0,205.0,1.0,16.0,14.0,555
465.0,190.0,1.0,14.0,11.7,556
468.0,172.47,2.0,19.0,16.4,557
473.0,139.0,1.0,23.0,17.4,559
478.0,105.47,2.0,18.0,15.6,561
480.0,88.45,2.0,18.0,16.6,562
482.0,71.43,2.0,20.0,15.7,563
485.0,37.4,2.0,21.0,19.0,565
486.0,20.49,2.0,18.0,15.1,566
487.0,4.0,1.0,18.0,16.5,567
264.0,79.0,1.0,20.0,12.3,586
266.3,99.68,3.0,20.0,13.3,587
276.0,125.0,1.0,19.0,11.7,588
