,nr,datetime,x1,y1,x2,y2,lat,lon,height
0,634,2024-04-05 11:01:59.557823200,82.73,459.76,0.38,459.27,48.66505203688189,9.836185690284337,24.3
1,635,2024-04-05 11:01:59.624490000,83.42,459.66,0.94,459.03,48.66505262000959,9.836185665485871,24.4
2,636,2024-04-05 11:01:59.691156800,83.87,459.52,1.33,458.99,48.66505262000959,9.836185665485871,24.4
3,637,2024-04-05 11:01:59.757823600,84.29,459.35,1.8,458.83,48.66505279291313,9.836185693137717,24.5
4,638,2024-04-05 11:01:59.824490400,84.66,459.23,2.05,458.6,48.6650530099701,9.836185591609272,24.6
5,639,2024-04-05 11:01:59.891157200,84.86,459.14,2.29,458.5,48.6650530099701,9.836185591609272,24.6
6,640,2024-04-05 11:01:59.957824000,85.05,459.02,2.46,458.52,48.66505316967275,9.836185569819824,24.6
7,641,2024-04-05 11:02:00.024490800,85.1,458.95,2.52,458.45,48.66505345911707,9.836185458693622,24.6
8,642,2024-04-05 11:02:00.091157600,85.12,458.75,2.59,458.3,48.66505345911707,9.836185458693622,24.6
9,643,2024-04-05 11:02:00.157824400,85.28,458.48,2.42,458.0,48.66505365677661,9.836185388033591,24.6
10,644,2024-04-05 11:02:00.224491200,84.97,458.07,2.47,458.0,48.66505376693856,9.83618512645649,24.6
11,646,2024-04-05 11:02:00.357824800,84.81,457.71,2.42,457.0,48.66505405606752,9.83618500121906,24.6
12,647,2024-04-05 11:02:00.424491600,84.64,457.58,1.99,457.0,48.66505438561909,9.836184870326749,24.6
13,648,2024-04-05 11:02:00.491158400,84.68,457.27,2.3,456.77,48.66505438561909,9.836184870326749,24.6
14,649,2024-04-05 11:02:00.557825200,84.76,456.89,2.2,456.42,48.66505478856327,9.836184723611096,24.6
15,650,2024-04-05 11:02:00.624492000,84.77,456.63,2.01,455.84,48.66505540325055,9.83618472677581,24.7
16,651,2024-04-05 11:02:00.691158800,84.75,456.27,2.09,455.73,48.66505540325055,9.83618472677581,24.7
17,652,2024-04-05 11:02:00.757825600,84.68,455.94,2.42,455.42,48.6650559199804,9.836184604236124,24.7
18,653,2024-04-05 11:02:00.824492400,84.79,455.51,2.1,454.76,48.665056336799815,9.836184575287296,24.7
19,654,2024-04-05 11:02:00.891159200,84.66,455.18,2.19,454.41,48.665056336799815,9.836184575287296,24.7
20,655,2024-04-05 11:02:00.957826000,84.73,454.63,2.0,453.82,48.66505693112958,9.836184472409986,24.7
21,656,2024-04-05 11:02:01.024492800,84.59,454.25,2.19,453.45,48.66505765173533,9.836184443357396,24.8
22,657,2024-04-05 11:02:01.091159600,84.63,453.55,1.88,452.72,48.66505765173533,9.836184443357396,24.8
23,658,2024-04-05 11:02:01.157826400,84.52,453.07,2.08,452.21,48.66505839032429,9.836184344837978,24.7
24,659,2024-04-05 11:02:01.224493200,84.59,452.42,2.03,451.54,48.66505906242142,9.83618442208675,24.7
25,660,2024-04-05 11:02:01.291160000,84.52,451.62,1.82,450.69,48.66505906242142,9.83618442208675,24.7
26,661,2024-04-05 11:02:01.357826800,84.42,450.96,1.91,449.97,48.66505996855622,9.836184343592867,24.7
27,662,2024-04-05 11:02:01.424493600,84.31,450.13,1.99,449.15,48.665061113242494,9.836184204399824,24.8
28,663,2024-04-05 11:02:01.491160400,84.29,449.15,1.76,448.06,48.665061113242494,9.836184204399824,24.8
29,664,2024-04-05 11:02:01.557827200,84.19,448.22,1.75,447.25,48.66506224184832,9.836184125387144,24.7
30,665,2024-04-05 11:02:01.624494000,84.14,447.22,1.38,446.02,48.66506337406368,9.836184312413211,24.8
31,666,2024-04-05 11:02:01.691160800,84.08,446.17,1.55,444.9,48.66506337406368,9.836184312413211,24.8
32,667,2024-04-05 11:02:01.757827600,83.89,445.05,1.2,443.68,48.66506472136743,9.836184241701275,24.8
33,668,2024-04-05 11:02:01.824494400,83.86,443.86,1.05,442.6,48.66506619902207,9.83618434670565,24.8
34,669,2024-04-05 11:02:01.891161200,83.68,442.64,1.21,441.25,48.66506619902207,9.83618434670565,24.8
35,670,2024-04-05 11:02:01.957828000,83.68,441.32,1.06,440.04,48.66506776027116,9.836184274489202,24.8
36,671,2024-04-05 11:02:02.024494800,83.56,440.08,1.09,438.7,48.66506969560242,9.836184166475812,24.8
37,672,2024-04-05 11:02:02.091161600,83.51,438.72,1.11,437.22,48.66506969560242,9.836184166475812,24.8
38,673,2024-04-05 11:02:02.157828400,83.32,437.34,0.96,435.97,48.66507143513397,9.836184079525507,24.8
39,674,2024-04-05 11:02:02.224495200,83.25,436.01,0.8,434.38,48.66507312000962,9.836184188680292,24.8
40,675,2024-04-05 11:02:02.291162000,83.06,434.49,0.85,432.99,48.66507312000962,9.836184188680292,24.8
41,676,2024-04-05 11:02:02.357828800,82.98,433.12,0.71,431.4,48.66507495313417,9.836184098980407,24.8
42,677,2024-04-05 11:02:02.424495600,82.88,431.6,0.57,429.85,48.665076746988106,9.836184200872008,24.8
43,678,2024-04-05 11:02:02.491162400,82.69,430.1,0.48,428.42,48.665076746988106,9.836184200872008,24.8
44,679,2024-04-05 11:02:02.557829200,82.61,428.63,0.44,426.88,48.665078685244325,9.836184127617932,24.7
45,680,2024-04-05 11:02:02.624496000,82.52,427.07,0.37,425.24,48.66508020873802,9.836183940332504,24.7
46,681,2024-04-05 11:02:02.691162800,82.41,425.52,0.4,423.59,48.66508020873802,9.836183940332504,24.7
47,682,2024-04-05 11:02:02.757829600,82.34,424.02,0.33,422.14,48.665082167809416,9.836183875742364,24.7
