nr,datetime
0,2023-09-27 13:56:51.602942000
1,2023-09-27 13:56:51.669608800
2,2023-09-27 13:56:51.736275600
3,2023-09-27 13:56:51.802942400
4,2023-09-27 13:56:51.869609200
5,2023-09-27 13:56:51.936276000
6,2023-09-27 13:56:52.002942800
7,2023-09-27 13:56:52.069609600
8,2023-09-27 13:56:52.136276400
9,2023-09-27 11:48:48.719698600
10,2023-09-27 11:48:48.719698600
11,2023-09-27 11:48:48.719698600
12,2023-09-27 11:48:48.719698600
13,2023-09-27 11:48:48.719698600
14,2023-09-27 11:48:48.719698600
15,2023-09-27 11:48:48.719698600
16,2023-09-27 11:48:48.719698600
17,2023-09-27 11:48:48.719698600
18,2023-09-27 11:48:48.719698600
19,2023-09-27 11:48:48.719698600
20,2023-09-27 11:48:48.719698600
21,2023-09-27 13:56:53.002944800
22,2023-09-27 13:56:53.069611600
23,2023-09-27 13:56:53.136278400
24,2023-09-27 13:56:53.202945200
25,2023-09-27 13:56:53.269612000
26,2023-09-27 13:56:53.336278800
27,2023-09-27 13:56:53.402945600
28,2023-09-27 13:56:53.469612400
29,2023-09-27 13:56:53.536279200
30,2023-09-27 13:56:53.602946000
31,2023-09-27 13:56:53.669612800
32,2023-09-27 13:56:53.736279600
33,2023-09-27 13:56:53.802946400
34,2023-09-27 13:56:53.869613200
35,2023-09-27 13:56:53.936280000
36,2023-09-27 13:56:54.002946800
37,2023-09-27 13:56:54.069613600
38,2023-09-27 13:56:54.136280400
39,2023-09-27 13:56:54.202947200
40,2023-09-27 13:56:54.269614000
41,2023-09-27 13:56:54.336280800
42,2023-09-27 13:56:54.402947600
43,2023-09-27 13:56:54.469614400
44,2023-09-27 13:56:54.536281200
45,2023-09-27 13:56:54.602948000
46,2023-09-27 13:56:54.669614800
47,2023-09-27 13:56:54.736281600
48,2023-09-27 13:56:54.802948400
49,2023-09-27 13:56:54.869615200
50,2023-09-27 13:56:54.936282000
51,2023-09-27 13:56:55.002948800
52,2023-09-27 13:56:55.069615600
53,2023-09-27 13:56:55.136282400
54,2023-09-27 13:56:55.202949200
55,2023-09-27 13:56:55.269616000
56,2023-09-27 13:56:55.336282800
57,2023-09-27 13:56:55.402949600
58,2023-09-27 13:56:55.469616400
59,2023-09-27 13:56:55.536283200
60,2023-09-27 13:56:55.602950000
61,2023-09-27 13:56:55.669616800
62,2023-09-27 13:56:55.736283600
63,2023-09-27 13:56:55.802950400
64,2023-09-27 13:56:55.869617200
65,2023-09-27 13:56:55.936284000
66,2023-09-27 13:56:56.002950800
67,2023-09-27 13:56:56.069617600
68,2023-09-27 13:56:56.136284400
69,2023-09-27 13:56:56.202951200
70,2023-09-27 13:56:56.269618000
71,2023-09-27 13:56:56.336284800
72,2023-09-27 13:56:56.402951600
73,2023-09-27 13:56:56.469618400
74,2023-09-27 13:56:56.536285200
75,2023-09-27 13:56:56.602952000
76,2023-09-27 13:56:56.669618800
77,2023-09-27 13:56:56.736285600
78,2023-09-27 13:56:56.802952400
79,2023-09-27 13:56:56.869619200
80,2023-09-27 13:56:56.936286000
81,2023-09-27 13:56:57.002952800
82,2023-09-27 13:56:57.069619600
83,2023-09-27 13:56:57.136286400
84,2023-09-27 13:56:57.202953200
85,2023-09-27 13:56:57.269620000
86,2023-09-27 13:56:57.336286800
87,2023-09-27 13:56:57.402953600
88,2023-09-27 13:56:57.469620400
89,2023-09-27 13:56:57.536287200
90,2023-09-27 13:56:57.602954000
91,2023-09-27 13:56:57.669620800
92,2023-09-27 13:56:57.736287600
93,2023-09-27 13:56:57.802954400
94,2023-09-27 13:56:57.869621200
95,2023-09-27 13:56:57.936288000
96,2023-09-27 13:56:58.002954800
97,2023-09-27 13:56:58.069621600
98,2023-09-27 13:56:58.136288400
99,2023-09-27 13:56:58.202955200
100,2023-09-27 13:56:58.269622000
101,2023-09-27 13:56:58.336288800
102,2023-09-27 13:56:58.402955600
103,2023-09-27 13:56:58.469622400
104,2023-09-27 13:56:58.536289200
105,2023-09-27 13:56:58.602956000
106,2023-09-27 13:56:58.669622800
107,2023-09-27 13:56:58.736289600
108,2023-09-27 13:56:58.802956400
109,2023-09-27 13:56:58.869623200
110,2023-09-27 13:56:58.936290000
111,2023-09-27 13:56:59.002956800
112,2023-09-27 13:56:59.069623600
113,2023-09-27 13:56:59.136290400
114,2023-09-27 13:56:59.202957200
115,2023-09-27 13:56:59.269624000
116,2023-09-27 13:56:59.336290800
117,2023-09-27 13:56:59.402957600
118,2023-09-27 13:56:59.469624400
119,2023-09-27 13:56:59.536291200
120,2023-09-27 13:56:59.602958000
121,2023-09-27 13:56:59.669624800
122,2023-09-27 13:56:59.736291600
123,2023-09-27 13:56:59.802958400
124,2023-09-27 13:56:59.869625200
125,2023-09-27 13:56:59.936292000
126,2023-09-27 13:57:00.002958800
127,2023-09-27 13:57:00.069625600
128,2023-09-27 13:57:00.136292400
129,2023-09-27 13:57:00.202959200
130,2023-09-27 13:57:00.269626000
131,2023-09-27 13:57:00.336292800
132,2023-09-27 13:57:00.402959600
133,2023-09-27 13:57:00.469626400
134,2023-09-27 13:57:00.536293200
135,2023-09-27 13:57:00.602960000
136,2023-09-27 13:57:00.669626800
137,2023-09-27 13:57:00.736293600
138,2023-09-27 13:57:00.802960400
139,2023-09-27 13:57:00.869627200
140,2023-09-27 13:57:00.936294000
141,2023-09-27 13:57:01.002960800
142,2023-09-27 13:57:01.069627600
143,2023-09-27 13:57:01.136294400
144,2023-09-27 13:57:01.202961200
145,2023-09-27 13:57:01.269628000
146,2023-09-27 13:57:01.336294800
147,2023-09-27 13:57:01.402961600
148,2023-09-27 13:57:01.469628400
149,2023-09-27 13:57:01.536295200
150,2023-09-27 13:57:01.602962000
151,2023-09-27 13:57:01.669628800
152,2023-09-27 13:57:01.736295600
153,2023-09-27 13:57:01.802962400
154,2023-09-27 13:57:01.869629200
155,2023-09-27 13:57:01.936296000
156,2023-09-27 13:57:02.002962800
157,2023-09-27 13:57:02.069629600
158,2023-09-27 13:57:02.136296400
159,2023-09-27 13:57:02.202963200
160,2023-09-27 13:57:02.269630000
161,2023-09-27 13:57:02.336296800
162,2023-09-27 13:57:02.402963600
163,2023-09-27 13:57:02.469630400
164,2023-09-27 13:57:02.536297200
165,2023-09-27 13:57:02.602964000
166,2023-09-27 13:57:02.669630800
167,2023-09-27 13:57:02.736297600
168,2023-09-27 13:57:02.802964400
169,2023-09-27 13:57:02.869631200
170,2023-09-27 13:57:02.936298000
171,2023-09-27 13:57:03.002964800
172,2023-09-27 13:57:03.069631600
173,2023-09-27 13:57:03.136298400
174,2023-09-27 13:57:03.202965200
175,2023-09-27 13:57:03.269632000
176,2023-09-27 13:57:03.336298800
177,2023-09-27 13:57:03.402965600
178,2023-09-27 13:57:03.469632400
179,2023-09-27 13:57:03.536299200
180,2023-09-27 13:57:03.602966000
181,2023-09-27 13:57:03.669632800
182,2023-09-27 13:57:03.736299600
183,2023-09-27 13:57:03.802966400
184,2023-09-27 13:57:03.869633200
185,2023-09-27 13:57:03.936300000
186,2023-09-27 13:57:04.002966800
187,2023-09-27 13:57:04.069633600
188,2023-09-27 13:57:04.136300400
189,2023-09-27 13:57:04.202967200
190,2023-09-27 13:57:04.269634000
191,2023-09-27 13:57:04.336300800
192,2023-09-27 13:57:04.402967600
193,2023-09-27 13:57:04.469634400
194,2023-09-27 13:57:04.536301200
195,2023-09-27 13:57:04.602968000
196,2023-09-27 13:57:04.669634800
197,2023-09-27 13:57:04.736301600
198,2023-09-27 13:57:04.802968400
199,2023-09-27 13:57:04.869635200
200,2023-09-27 13:57:04.936302000
201,2023-09-27 13:57:05.002968800
202,2023-09-27 13:57:05.069635600
203,2023-09-27 13:57:05.136302400
204,2023-09-27 13:57:05.202969200
205,2023-09-27 13:57:05.269636000
206,2023-09-27 13:57:05.336302800
207,2023-09-27 13:57:05.402969600
208,2023-09-27 13:57:05.469636400
209,2023-09-27 13:57:05.536303200
210,2023-09-27 13:57:05.602970000
211,2023-09-27 13:57:05.669636800
212,2023-09-27 13:57:05.736303600
213,2023-09-27 13:57:05.802970400
214,2023-09-27 13:57:05.869637200
215,2023-09-27 13:57:05.936304000
216,2023-09-27 13:57:06.002970800
217,2023-09-27 13:57:06.069637600
218,2023-09-27 13:57:06.136304400
219,2023-09-27 13:57:06.202971200
220,2023-09-27 13:57:06.269638000
221,2023-09-27 13:57:06.336304800
222,2023-09-27 13:57:06.402971600
223,2023-09-27 13:57:06.469638400
224,2023-09-27 13:57:06.536305200
225,2023-09-27 13:57:06.602972000
226,2023-09-27 13:57:06.669638800
227,2023-09-27 13:57:06.736305600
228,2023-09-27 13:57:06.802972400
