,nr,datetime,x1,y1,x2,y2,lat,lon,height
71,667,2023-09-27 13:57:36.069697600,60.0,401.41,2.62,424.48,48.66504492714753,9.836382224123268,26.2
73,673,2023-09-27 13:57:36.469698400,60.0,403.58,3.63,428.57,48.66504420571052,9.836366070224631,26.2
79,678,2023-09-27 13:57:36.803032400,59.69,405.63,4.86,430.23,48.66504371178112,9.836354013230013,26.1
81,679,2023-09-27 13:57:36.869699200,59.52,406.0,5.15,430.04,48.66504355712205,9.836349915910942,26.1
83,680,2023-09-27 13:57:36.936366000,59.48,406.0,5.38,429.93,48.665043490055375,9.836345498027988,26.1
84,681,2023-09-27 13:57:37.003032800,59.6,406.7,5.55,429.77,48.665043490055375,9.836345498027988,26.1
85,682,2023-09-27 13:57:37.069699600,59.44,407.0,5.77,430.08,48.66504335892149,9.836341392901046,26.1
87,683,2023-09-27 13:57:37.136366400,59.32,407.3,6.22,430.66,48.66504327618448,9.836337347202148,26.1
88,684,2023-09-27 13:57:37.203033200,59.39,407.61,6.24,430.91,48.66504327618448,9.836337347202148,26.1
89,685,2023-09-27 13:57:37.269700000,59.4,408.0,6.35,431.48,48.66504318161928,9.836333232762811,26.1
90,686,2023-09-27 13:57:37.336366800,59.43,408.0,6.49,432.02,48.66504291124853,9.83632899697716,26.1
91,687,2023-09-27 13:57:37.403033600,59.39,409.0,6.61,432.62,48.66504291124853,9.83632899697716,26.1
92,688,2023-09-27 13:57:37.469700400,59.42,409.0,6.94,433.01,48.665042821537085,9.83632484401724,26.1
93,689,2023-09-27 13:57:37.536367200,59.31,409.31,7.14,433.49,48.66504283643996,9.83632055368021,26.1
94,691,2023-09-27 13:57:37.669700800,59.36,410.0,7.67,434.48,48.66504274926275,9.83631637732261,26.1
96,692,2023-09-27 13:57:37.736367600,59.48,410.0,7.93,434.72,48.66504249031917,9.836312204233424,26.1
98,694,2023-09-27 13:57:37.869701200,59.36,411.0,8.47,435.19,48.66504238463919,9.836308046967511,26.0
99,695,2023-09-27 13:57:37.936368000,59.46,411.0,8.76,435.43,48.66504224809018,9.836303338948037,26.0
