x,y,area,max_scoreImg,max_innerToRing,nr
51.0,195.0,1.0,16.0,9.1,10
54.0,195.0,1.0,17.0,9.9,19
51.0,195.0,1.0,16.0,10.5,58
55.0,195.0,1.0,18.0,9.3,166
55.42,195.58,2.0,19.0,10.7,168
57.0,196.0,1.0,16.0,12.9,172
51.0,195.0,1.0,17.0,10.2,203
51.0,195.0,1.0,16.0,9.2,299
55.0,195.0,1.0,17.0,12.1,311
56.0,279.0,1.0,15.0,9.2,338
51.0,195.0,1.0,17.0,10.8,348
57.47,196.53,2.0,16.0,9.8,368
56.0,388.0,1.0,19.0,10.1,373
49.0,195.0,1.0,17.0,9.7,390
60.48,202.0,2.0,15.0,9.2,391
55.0,195.0,1.0,18.0,9.3,407
56.0,196.0,1.0,18.0,9.4,411
58.0,196.0,1.0,14.0,10.6,416
51.0,194.53,2.0,17.0,10.8,492
51.0,195.0,1.0,18.0,10.5,540
51.0,195.0,1.0,16.0,9.4,636
51.0,195.0,1.0,14.0,9.1,685
59.0,197.0,1.0,16.0,9.2,707
51.0,195.0,1.0,16.0,9.9,877
63.0,383.0,1.0,15.0,10.6,1197
56.0,279.0,1.0,17.0,9.3,1379
56.0,197.0,1.0,14.0,9.8,1421
56.0,279.0,1.0,14.0,9.5,1527
56.0,279.0,1.0,14.0,11.4,1638
56.0,279.0,1.0,17.0,11.0,1749
56.0,279.0,1.0,15.0,10.4,1822
63.0,383.0,1.0,14.0,9.5,1901
56.0,279.0,1.0,16.0,11.6,1968
56.0,279.0,1.0,15.0,12.7,2041
56.5,278.5,2.0,14.0,11.7,2259
63.0,383.0,1.0,14.0,11.1,2307
56.0,388.0,1.0,18.0,10.8,2443
56.0,388.0,1.0,18.0,11.0,2480
63.0,383.0,1.0,14.0,9.2,2492
63.0,383.0,1.0,15.0,10.2,2529
56.0,388.0,1.0,16.0,9.6,2591
56.0,388.0,1.0,16.0,9.2,2592
238.0,36.0,1.0,14.0,15.9,2644
241.0,29.0,1.0,14.0,14.6,2682
56.0,279.0,1.0,15.0,10.7,2701
246.0,17.0,1.0,16.0,14.5,2750
246.0,17.0,1.0,15.0,13.9,2751
247.0,15.0,1.0,14.0,14.0,2758
248.0,13.0,1.0,15.0,15.0,2769
248.0,13.0,1.0,14.0,15.6,2770
249.0,10.0,1.0,14.0,14.1,2784
250.0,8.0,1.0,15.0,18.6,2796
252.0,4.0,1.0,14.0,13.7,2816
56.0,388.0,1.0,18.0,9.3,2925
56.0,279.0,1.0,14.0,10.4,3181
56.0,388.0,1.0,16.0,9.9,3222
56.0,388.0,1.0,19.0,10.3,3520
56.0,279.0,1.0,15.0,9.9,3658
55.55,388.0,2.0,18.0,9.9,3742
55.0,279.0,1.0,14.0,9.4,3879
56.0,279.0,1.0,15.0,10.8,3989
56.0,279.0,1.0,16.0,12.1,4101
56.0,279.0,1.0,14.0,9.1,4434
56.0,388.0,1.0,15.0,9.1,4434
56.0,279.0,1.0,14.0,11.0,4471
55.48,388.0,2.0,16.0,9.7,4472
56.0,388.0,1.0,14.0,9.2,4544
420.0,23.0,1.0,14.0,11.5,4554
56.0,388.0,1.0,15.0,10.6,4617
56.0,388.0,1.0,16.0,9.5,4618
56.0,388.0,1.0,16.0,9.7,4655
56.0,279.0,1.0,14.0,13.3,4656
56.0,388.0,1.0,17.0,10.7,4692
56.0,388.0,1.0,14.0,9.7,4803
56.0,388.0,1.0,16.0,11.8,4840
56.0,388.0,1.0,15.0,9.8,4877
56.0,279.0,1.0,14.0,9.3,4914
56.0,279.0,1.0,15.0,9.6,4915
56.0,388.0,1.0,15.0,9.8,4951
56.0,388.0,1.0,15.0,9.2,5245
56.0,388.0,1.0,15.0,9.1,5430
56.0,388.0,1.0,16.0,10.4,5579
56.0,279.0,1.0,14.0,13.9,5618
56.0,388.0,1.0,16.0,12.2,5690
56.0,388.0,1.0,16.0,9.4,5727
56.0,388.0,1.0,14.0,10.1,5763
56.0,388.0,1.0,16.0,12.7,5801
56.0,388.0,1.0,17.0,9.5,5838
56.0,388.0,1.0,16.0,14.0,5874
56.0,388.0,1.0,16.0,9.6,5875
379.0,0.0,1.0,15.0,14.4,5878
378.39,0.0,2.0,22.0,21.4,5879
378.0,0.0,1.0,27.0,27.6,5880
378.0,0.51,2.0,24.0,24.4,5881
378.0,1.0,1.0,31.0,29.7,5882
378.0,1.0,1.0,29.0,29.2,5883
378.0,1.54,2.0,22.0,22.9,5884
377.54,2.0,2.0,21.0,20.0,5885
377.54,2.0,2.0,19.0,19.0,5886
377.0,2.64,2.0,25.0,23.0,5887
377.0,3.0,1.0,29.0,27.6,5888
377.0,3.44,2.0,24.0,25.0,5889
377.0,4.0,1.0,28.0,26.3,5890
377.0,4.0,1.0,27.0,26.8,5891
376.73,4.35,3.0,20.0,20.8,5892
376.5,5.0,2.0,18.0,16.3,5893
376.42,5.0,2.0,22.0,20.5,5894
376.0,6.0,1.0,21.0,18.6,5895
376.0,6.0,1.0,28.0,25.7,5896
376.0,6.0,1.0,25.0,25.6,5897
376.0,6.6,2.0,24.0,20.8,5898
376.0,7.0,1.0,23.0,20.0,5899
