x,y,area,max_scoreImg,max_innerToRing,nr
559.0,241.0,1.0,14.0,12.2,16
516.0,123.0,1.0,14.0,10.0,17
132.0,159.0,1.0,14.0,21.9,18
559.0,241.0,1.0,20.0,15.5,18
559.0,241.0,1.0,16.0,9.8,21
559.0,241.0,1.0,17.0,12.7,32
559.0,241.0,1.0,15.0,11.2,34
559.0,241.0,1.0,15.0,12.4,35
125.0,155.0,1.0,14.0,93.8,45
149.0,429.49,2.0,18.0,14.4,58
559.0,241.0,1.0,15.0,9.7,59
143.0,402.45,2.0,18.0,9.5,59
136.0,377.55,2.0,17.0,13.1,60
128.0,353.0,1.0,16.0,10.5,61
559.0,241.0,1.0,14.0,12.0,62
559.0,241.0,1.0,15.0,14.4,63
113.0,307.0,1.0,16.0,11.8,63
559.0,241.0,1.0,18.0,13.7,76
559.0,241.0,1.0,14.0,12.5,86
559.0,241.0,1.0,17.0,13.9,88
559.0,241.0,1.0,17.0,15.4,93
559.0,241.0,1.0,15.0,12.5,94
559.0,241.0,1.0,14.0,13.1,115
559.0,241.0,1.0,15.0,9.7,120
559.0,241.0,1.0,14.0,10.3,130
559.0,241.0,1.0,16.0,12.3,133
559.0,241.0,1.0,14.0,13.6,150
559.0,241.0,1.0,17.0,12.7,186
559.0,241.0,1.0,21.0,20.8,188
559.0,241.0,1.0,18.0,19.3,200
559.0,241.0,1.0,16.0,18.0,205
559.0,241.0,1.0,17.0,18.6,212
559.0,241.0,1.0,20.0,21.3,214
0.0,383.0,1.0,14.0,14.6,214
0.0,383.45,2.0,21.0,22.1,215
559.0,241.0,1.0,18.0,18.7,216
0.0,383.38,2.0,34.0,36.8,216
0.41,383.41,4.0,42.0,46.2,217
0.72,383.36,3.0,32.0,33.2,218
1.41,383.5,4.0,36.0,36.7,219
1.95,383.55,4.0,38.0,35.3,220
2.46,383.58,4.0,32.0,28.9,221
3.08,383.61,4.0,41.0,36.5,222
3.53,383.6,4.0,39.0,34.2,223
4.26,383.74,3.0,45.0,43.0,224
559.0,241.0,1.0,17.0,21.7,225
4.8,383.69,5.0,47.0,43.1,225
5.45,383.68,4.0,41.0,39.1,226
5.91,383.69,5.0,50.0,44.8,227
6.52,383.67,4.0,41.0,36.5,228
7.26,383.8,3.0,50.0,45.0,229
7.62,383.9,5.0,44.0,37.5,230
8.49,384.2,3.0,49.0,44.1,231
8.94,384.03,5.0,50.0,42.5,232
9.44,384.01,4.0,47.0,40.5,233
9.96,384.18,4.0,50.0,42.7,234
10.56,383.95,5.0,43.0,40.2,235
11.2,384.04,4.0,55.0,50.4,236
11.61,383.94,5.0,45.0,40.6,237
12.38,383.97,4.0,51.0,47.9,238
559.0,241.0,1.0,20.0,21.3,239
12.88,383.98,5.0,47.0,41.4,239
13.4,383.98,4.0,53.0,48.6,240
559.0,241.0,1.0,23.0,21.5,241
14.09,384.07,6.0,50.0,44.5,241
14.48,384.03,4.0,45.0,41.9,242
15.06,383.97,5.0,56.0,51.0,243
15.56,384.0,4.0,47.0,40.9,244
16.4,384.01,4.0,53.0,48.2,245
17.07,384.11,6.0,54.0,49.2,246
17.56,383.88,5.0,45.0,43.4,247
18.37,383.97,4.0,54.0,50.0,248
18.68,383.85,5.0,56.0,50.4,249
19.53,383.85,5.0,45.0,42.5,250
20.3,384.1,5.0,59.0,55.0,251
559.0,241.0,1.0,17.0,18.0,252
20.7,383.82,5.0,52.0,47.2,252
559.0,241.0,1.0,16.0,16.8,253
21.53,383.89,5.0,48.0,44.4,253
22.35,383.95,4.0,55.0,50.2,254
22.84,383.91,6.0,55.0,49.2,255
23.56,383.93,5.0,47.0,43.6,256
24.15,384.09,6.0,59.0,55.1,257
24.64,383.92,5.0,55.0,51.1,258
25.55,383.93,5.0,49.0,47.2,259
26.14,384.1,6.0,58.0,55.0,260
26.76,384.04,5.0,55.0,50.7,261
559.0,241.0,1.0,17.0,18.6,262
27.6,384.06,4.0,51.0,47.3,262
28.18,384.1,6.0,62.0,58.1,263
559.0,241.0,1.0,20.0,18.1,264
28.64,383.96,5.0,54.0,49.6,264
29.59,384.09,4.0,52.0,47.8,265
559.0,241.0,1.0,19.0,20.6,266
30.13,384.16,6.0,57.0,53.1,266
559.0,241.0,1.0,16.0,19.7,267
30.71,384.12,4.0,48.0,43.5,267
31.49,384.09,6.0,52.0,48.6,268
32.17,384.32,5.0,57.0,54.2,269
32.86,384.35,4.0,50.0,46.0,270
33.56,384.24,5.0,48.0,45.0,271
34.23,384.4,5.0,52.0,47.2,272
34.91,384.27,5.0,46.0,40.9,273
35.5,384.42,4.0,47.0,43.6,274
36.22,384.41,5.0,47.0,42.7,275
37.0,384.4,5.0,42.0,37.2,276
37.49,384.44,4.0,47.0,43.3,277
38.18,384.4,5.0,50.0,45.9,278
38.89,384.41,4.0,48.0,44.4,279
39.49,384.43,4.0,49.0,47.0,280
40.14,384.42,5.0,50.0,44.9,281
40.88,384.43,4.0,45.0,39.9,282
41.49,384.45,4.0,46.0,41.1,283
42.17,384.42,5.0,52.0,46.5,284
42.87,384.44,4.0,47.0,42.0,285
43.49,384.44,4.0,49.0,44.8,286
44.22,384.42,5.0,50.0,44.5,287
44.9,384.45,4.0,44.0,40.2,288
45.51,384.46,4.0,46.0,43.1,289
46.27,384.44,5.0,50.0,47.1,290
46.97,384.5,4.0,51.0,47.1,291
559.0,241.0,1.0,14.0,16.5,292
47.54,384.52,4.0,45.0,38.9,292
48.41,384.53,4.0,46.0,42.1,293
48.94,384.49,4.0,51.0,45.8,294
49.69,384.54,5.0,50.0,45.2,295
50.43,384.51,4.0,46.0,40.1,296
50.98,384.49,4.0,49.0,44.0,297
51.76,384.52,5.0,48.0,41.6,298
52.45,384.51,4.0,49.0,45.6,299
53.18,384.47,5.0,50.0,45.0,300
53.8,384.53,5.0,50.0,44.4,301
54.51,384.55,4.0,47.0,40.3,302
55.26,384.52,5.0,51.0,45.4,303
559.0,241.0,1.0,15.0,18.8,304
55.96,384.51,6.0,55.0,48.6,304
56.68,384.56,5.0,52.0,46.3,305
57.42,384.53,4.0,49.0,43.8,306
58.0,384.51,4.0,53.0,47.7,307
58.78,384.52,5.0,51.0,46.4,308
59.54,384.5,4.0,47.0,42.0,309
60.23,384.45,5.0,52.0,49.0,310
559.0,241.0,1.0,21.0,22.8,311
61.05,384.42,5.0,47.0,42.9,311
61.7,384.53,5.0,51.0,46.1,312
62.43,384.51,4.0,48.0,46.3,313
63.11,384.46,5.0,50.0,47.2,314
63.74,384.52,5.0,55.0,50.9,315
64.43,384.51,4.0,51.0,48.7,316
65.03,384.41,5.0,52.0,48.8,317
65.47,384.46,4.0,52.0,50.0,318
66.08,384.38,5.0,59.0,55.9,319
66.53,384.38,4.0,53.0,51.9,320
67.09,384.25,6.0,60.0,58.7,321
67.54,384.22,5.0,61.0,63.4,322
68.04,384.31,5.0,64.0,60.4,323
68.41,384.23,5.0,62.0,62.0,324
68.92,384.14,5.0,60.0,55.1,325
69.45,384.39,4.0,57.0,55.6,326
69.94,384.28,5.0,56.0,52.3,327
559.0,241.0,1.0,22.0,20.3,328
70.47,384.41,4.0,53.0,52.2,328
71.11,384.37,5.0,59.0,56.1,329
71.57,384.23,5.0,58.0,54.8,330
72.19,384.37,5.0,65.0,60.7,331
72.8,384.37,4.0,52.0,41.6,332
73.42,384.42,4.0,60.0,55.7,333
74.02,384.37,5.0,60.0,54.7,334
74.51,384.41,4.0,54.0,50.9,335
75.23,384.41,5.0,61.0,58.1,336
75.91,384.45,6.0,49.0,45.3,337
76.51,384.5,4.0,49.0,46.1,338
77.21,384.48,5.0,54.0,50.6,339
559.0,241.0,1.0,21.0,19.1,340
77.9,384.49,6.0,56.0,52.7,340
559.0,241.0,1.0,21.0,18.9,341
78.54,384.52,4.0,55.0,50.1,341
559.0,241.0,1.0,20.0,18.5,342
79.27,384.52,5.0,57.0,52.6,342
79.88,384.6,5.0,63.0,55.3,343
80.65,384.6,5.0,57.0,51.9,344
81.41,384.59,4.0,58.0,53.1,345
81.89,384.6,5.0,67.0,62.7,346
82.54,384.56,4.0,61.0,55.3,347
83.43,384.58,4.0,54.0,49.4,348
83.93,384.61,5.0,64.0,58.7,349
84.73,384.58,5.0,61.0,55.2,350
85.48,384.56,4.0,52.0,46.6,351
86.24,384.48,5.0,55.0,50.2,352
86.95,384.47,6.0,58.0,53.2,353
87.72,384.49,5.0,54.0,47.5,354
88.45,384.47,4.0,61.0,56.0,355
89.13,384.41,5.0,66.0,59.6,356
89.84,384.39,6.0,60.0,54.4,357
90.47,384.39,4.0,65.0,61.9,358
91.1,384.36,5.0,71.0,67.3,359
91.72,384.42,5.0,57.0,52.9,360
92.41,384.41,4.0,68.0,64.7,361
559.0,241.0,1.0,15.0,15.5,362
92.99,384.39,5.0,62.0,58.4,362
93.47,384.43,4.0,61.0,59.3,363
94.07,384.41,5.0,63.0,57.7,364
94.57,384.5,4.0,56.0,51.8,365
95.24,384.51,5.0,61.0,58.5,366
95.71,384.56,5.0,64.0,60.1,367
96.39,384.56,4.0,60.0,58.1,368
559.0,241.0,1.0,18.0,13.3,369
96.79,384.59,5.0,68.0,64.2,369
97.43,384.59,4.0,56.0,55.1,370
97.82,384.58,5.0,66.0,62.0,371
98.45,384.54,4.0,50.0,48.3,372
99.09,384.46,5.0,60.0,56.7,373
99.54,384.5,4.0,54.0,50.0,374
559.0,241.0,1.0,19.0,18.9,375
100.21,384.48,5.0,56.0,54.6,375
100.74,384.51,5.0,55.0,51.6,376
101.42,384.49,4.0,58.0,55.9,377
102.05,384.44,5.0,57.0,53.4,378
102.53,384.51,4.0,53.0,48.6,379
103.22,384.5,5.0,56.0,52.9,380
103.73,384.54,5.0,59.0,54.2,381
559.0,241.0,1.0,16.0,15.5,382
104.45,384.52,4.0,51.0,48.7,382
105.09,384.43,5.0,55.0,50.8,383
559.0,241.0,1.0,16.0,17.1,384
105.54,384.46,4.0,48.0,46.4,384
106.22,384.46,5.0,53.0,48.8,385
106.8,384.47,5.0,53.0,46.3,386
559.0,241.0,1.0,15.0,18.5,387
107.46,384.42,4.0,56.0,51.0,387
108.08,384.38,5.0,58.0,52.9,388
108.64,384.4,4.0,51.0,45.6,389
109.47,384.41,4.0,55.0,50.9,390
110.18,384.41,5.0,59.0,54.2,391
111.0,384.26,6.0,55.0,50.3,392
111.59,384.39,4.0,47.0,41.2,393
112.47,384.42,4.0,52.0,42.4,394
113.25,384.4,5.0,55.0,48.8,395
114.13,384.37,5.0,53.0,48.6,396
114.9,384.42,4.0,51.0,45.5,397
115.61,384.39,4.0,44.0,37.7,398
116.52,384.39,4.0,47.0,42.3,399
117.43,384.39,4.0,51.0,46.9,400
118.2,384.36,5.0,53.0,49.1,401
118.9,384.24,4.0,54.0,49.2,402
119.76,384.07,4.0,47.0,41.5,403
120.67,384.08,4.0,40.0,37.9,404
121.54,384.21,3.0,48.0,47.1,405
122.27,384.16,3.0,51.0,45.6,406
396.0,228.0,1.0,18.0,9.9,407
122.98,384.02,5.0,55.0,48.2,407
123.78,383.96,4.0,52.0,45.7,408
124.53,383.67,4.0,41.0,29.4,409
125.42,383.63,4.0,41.0,36.9,410
126.25,383.72,3.0,48.0,43.9,411
126.99,383.71,4.0,49.0,45.2,412
127.63,383.55,4.0,45.0,39.5,413
128.52,383.52,4.0,36.0,30.9,414
129.39,383.51,4.0,42.0,39.2,415
130.11,383.43,5.0,47.0,43.2,416
130.65,383.44,4.0,44.0,40.3,417
131.55,383.46,4.0,38.0,32.6,418
132.44,383.44,4.0,46.0,42.0,419
133.13,383.42,5.0,52.0,48.7,420
133.66,383.41,4.0,52.0,47.3,421
134.55,383.42,4.0,46.0,43.3,422
135.41,383.38,4.0,60.0,57.4,423
136.11,383.23,6.0,69.0,66.3,424
136.93,383.19,6.0,66.0,60.4,425
559.0,241.0,1.0,20.0,17.9,426
137.54,383.07,6.0,57.0,53.8,426
138.4,383.09,6.0,73.0,69.4,427
559.0,241.0,1.0,21.0,18.8,428
139.12,383.15,6.0,81.0,77.5,428
139.86,383.08,5.0,76.0,73.7,429
140.59,382.97,5.0,62.0,59.6,430
141.47,383.07,6.0,76.0,73.6,431
142.17,383.14,6.0,85.0,84.1,432
142.87,382.97,6.0,87.0,83.7,433
143.75,382.96,6.0,77.0,73.3,434
144.53,382.99,6.0,74.0,71.0,435
559.0,241.0,1.0,15.0,14.9,436
145.39,383.0,6.0,91.0,85.8,436
559.0,241.0,1.0,15.0,14.8,437
146.09,382.91,8.0,95.0,90.6,437
146.84,382.86,6.0,94.0,90.3,438
147.59,382.82,5.0,78.0,75.1,439
148.45,382.81,5.0,83.0,81.3,440
149.11,382.85,8.0,96.0,93.1,441
149.8,382.84,6.0,94.0,91.4,442
150.64,382.83,6.0,81.0,78.5,443
151.42,382.92,6.0,96.0,93.4,444
152.01,382.81,7.0,108.0,102.2,445
152.78,382.89,6.0,100.0,94.6,446
153.62,382.9,6.0,90.0,85.1,447
154.28,382.99,7.0,106.0,100.4,448
154.93,383.0,7.0,110.0,104.5,449
155.68,382.96,6.0,91.0,85.1,450
156.45,383.11,6.0,97.0,95.4,451
157.21,383.16,7.0,103.0,100.2,452
157.89,383.23,8.0,91.0,87.4,453
158.76,383.32,7.0,74.0,67.8,454
559.0,241.0,1.0,21.0,17.5,455
159.46,383.43,4.0,83.0,78.4,455
160.2,383.37,6.0,80.0,75.2,456
160.93,383.54,6.0,87.0,81.3,457
161.69,383.6,5.0,83.0,78.7,458
162.45,383.62,4.0,80.0,76.5,459
163.16,383.64,6.0,103.0,100.5,460
163.92,383.78,7.0,112.0,108.3,461
164.69,383.85,6.0,96.0,92.3,462
165.53,383.98,7.0,104.0,101.2,463
166.27,384.0,7.0,113.0,109.2,464
166.96,384.06,7.0,114.0,109.8,465
167.78,384.15,8.0,98.0,90.8,466
559.0,241.0,1.0,23.0,18.0,467
168.61,384.18,7.0,82.0,77.4,467
169.44,384.35,5.0,81.0,77.6,468
170.36,384.38,6.0,81.0,78.0,469
559.0,241.0,1.0,17.0,14.7,470
171.3,384.35,7.0,75.0,70.1,470
559.0,241.0,1.0,16.0,15.6,471
172.22,384.52,5.0,83.0,81.6,471
173.17,384.59,6.0,95.0,92.3,472
174.13,384.64,6.0,102.0,98.4,473
175.11,384.74,7.0,109.0,104.4,474
559.0,241.0,1.0,16.0,20.1,475
176.13,384.76,7.0,113.0,109.7,475
177.14,384.86,8.0,117.0,115.0,476
178.14,384.93,8.0,119.0,116.5,477
179.15,384.98,8.0,120.0,115.8,478
180.14,385.01,8.0,117.0,112.0,479
181.21,385.08,7.0,117.0,114.5,480
182.21,385.11,7.0,117.0,111.9,481
183.19,385.12,7.0,114.0,108.8,482
184.17,385.14,7.0,113.0,109.9,483
185.14,385.14,7.0,112.0,110.2,484
559.0,241.0,1.0,17.0,17.4,485
