nr,datetime,x1,y1,x2,y2
1139,2022-06-26 20:58:04.924964200,274.8,42.41,283.83,172.69
1692,2022-06-26 20:58:41.791704600,333.21,268.62,317.26,376.23
2070,2022-06-26 20:59:06.991755,228.84,38.12,244.52,89.59
2421,2022-06-26 20:59:30.391801800,255.66,78.03,267.82,125.07
3266,2022-06-26 21:00:26.725247800,237.48,350.66,223.97,327.55
3718,2022-06-26 21:00:56.858641400,93.76,367.5,79.65,340.44
