nr,datetime
0,2022-06-26 20:56:48.991479000
1,2022-06-26 20:56:49.058145800
2,2022-06-26 20:56:49.124812600
3,2022-06-26 20:56:49.191479400
4,2022-06-26 20:56:49.258146200
5,2022-06-26 20:56:49.324813000
6,2022-06-26 20:56:49.391479800
7,2022-06-26 20:56:49.458146600
8,2022-06-26 20:56:49.524813400
9,2022-06-26 20:56:49.591480200
10,2022-06-26 20:56:49.658147000
11,2022-06-26 20:56:49.724813800
12,2022-06-26 20:56:49.791480600
13,2022-06-26 20:56:49.858147400
14,2022-06-26 20:56:49.924814200
15,2022-06-26 20:56:49.991481000
16,2022-06-26 20:56:50.058147800
17,2022-06-26 20:56:50.124814600
18,2022-06-26 20:56:50.191481400
19,2022-06-26 20:56:50.258148200
20,2022-06-26 20:56:50.324815000
21,2022-06-26 20:56:50.391481800
22,2022-06-26 20:56:50.458148600
23,2022-06-26 20:56:50.524815400
24,2022-06-26 20:56:50.591482200
25,2022-06-26 20:56:50.658149000
26,2022-06-26 20:56:50.724815800
27,2022-06-26 20:56:50.791482600
28,2022-06-26 20:56:50.858149400
29,2022-06-26 20:56:50.924816200
30,2022-06-26 20:56:50.991483000
31,2022-06-26 20:56:51.058149800
32,2022-06-26 20:56:51.124816600
33,2022-06-26 20:56:51.191483400
34,2022-06-26 20:56:51.258150200
35,2022-06-26 20:56:51.324817000
36,2022-06-26 20:56:51.391483800
37,2022-06-26 20:56:51.458150600
38,2022-06-26 20:56:51.524817400
39,2022-06-26 20:56:51.591484200
40,2022-06-26 20:56:51.658151000
41,2022-06-26 20:56:51.724817800
42,2022-06-26 20:56:51.791484600
43,2022-06-26 20:56:51.858151400
44,2022-06-26 20:56:51.924818200
45,2022-06-26 20:56:51.991485000
46,2022-06-26 20:56:52.058151800
47,2022-06-26 20:56:52.124818600
48,2022-06-26 20:56:52.191485400
49,2022-06-26 20:56:52.258152200
50,2022-06-26 20:56:52.324819000
51,2022-06-26 20:56:52.391485800
52,2022-06-26 20:56:52.458152600
53,2022-06-26 20:56:52.524819400
54,2022-06-26 20:56:52.591486200
55,2022-06-26 20:56:52.658153000
56,2022-06-26 20:56:52.724819800
57,2022-06-26 20:56:52.791486600
58,2022-06-26 20:56:52.858153400
59,2022-06-26 20:56:52.924820200
60,2022-06-26 20:56:52.991487000
61,2022-06-26 20:56:53.058153800
62,2022-06-26 20:56:53.124820600
63,2022-06-26 20:56:53.191487400
64,2022-06-26 20:56:53.258154200
65,2022-06-26 20:56:53.324821000
66,2022-06-26 20:56:53.391487800
67,2022-06-26 20:56:53.458154600
68,2022-06-26 20:56:53.524821400
69,2022-06-26 20:56:53.591488200
70,2022-06-26 20:56:53.658155000
71,2022-06-26 20:56:53.724821800
72,2022-06-26 20:56:53.791488600
73,2022-06-26 20:56:53.858155400
74,2022-06-26 20:56:53.924822200
75,2022-06-26 20:56:53.991489000
76,2022-06-26 20:56:54.058155800
77,2022-06-26 20:56:54.124822600
78,2022-06-26 20:56:54.191489400
79,2022-06-26 20:56:54.258156200
80,2022-06-26 20:56:54.324823000
81,2022-06-26 20:56:54.391489800
82,2022-06-26 20:56:54.458156600
83,2022-06-26 20:56:54.524823400
