nr,datetime,x1,y1,x2,y2
1877,2023-09-27 17:12:36.498502600,238.52,361.5,159.73,384.89
2245,2023-09-27 17:13:01.031885,510.84,281.21,404.87,305.9
2637,2023-09-27 17:13:27.165270600,485.71,239.46,393.43,265.9
3829,2023-09-27 17:14:46.632096200,283.39,440.36,277.56,457.18
4405,2023-09-27 17:15:25.032173,514.52,15.51,557.85,67.61
