x,y,area,max_scoreImg,max_innerToRing,nr
69.14,252.89,98.0,61.0,9.5,11
73.86,465.35,98.0,52.0,10.2,18
74.22,465.74,94.0,52.0,11.8,19
74.49,465.74,94.0,57.0,16.2,20
74.07,465.94,91.0,54.0,17.6,21
74.47,465.95,102.0,52.0,10.6,22
74.55,465.89,96.0,54.0,10.6,23
75.03,465.91,92.0,53.0,13.3,24
75.11,465.7,88.0,53.0,11.5,26
74.06,465.35,94.0,49.0,9.8,39
74.5,465.7,92.0,50.0,12.4,40
74.57,465.61,97.0,54.0,10.2,41
74.3,465.57,94.0,53.0,15.6,42
74.75,466.02,97.0,52.0,11.2,43
75.25,465.68,89.0,51.0,14.8,46
75.34,465.58,88.0,55.0,11.8,47
67.77,361.58,94.0,50.0,11.3,49
74.02,464.98,102.0,51.0,10.8,60
74.11,465.65,92.0,50.0,12.8,61
74.32,465.24,94.0,52.0,15.2,62
74.73,465.73,96.0,51.0,9.2,65
74.93,465.44,92.0,51.0,11.2,68
75.29,465.45,91.0,54.0,9.7,69
66.3,365.44,117.0,54.0,9.9,74
74.03,465.41,101.0,53.0,9.9,81
73.95,465.61,94.0,52.0,11.6,82
74.13,465.49,96.0,54.0,12.4,83
74.16,466.06,90.0,55.0,14.1,84
74.9,466.05,90.0,51.0,9.5,85
74.57,465.98,93.0,55.0,10.4,86
75.11,465.93,99.0,49.0,14.3,87
75.25,465.81,94.0,51.0,12.6,88
74.4,465.48,94.0,50.0,12.8,103
74.36,465.5,95.0,51.0,11.7,104
74.39,465.93,93.0,54.0,15.5,105
74.87,465.94,96.0,53.0,10.4,107
75.22,465.61,94.0,49.0,13.1,108
75.23,465.72,92.0,50.0,12.5,109
74.99,465.8,93.0,56.0,10.5,110
75.58,465.52,87.0,56.0,9.1,111
67.27,361.86,95.0,51.0,13.0,118
74.45,465.18,97.0,52.0,11.5,124
74.16,465.29,95.0,51.0,16.0,125
75.02,465.53,95.0,50.0,9.3,131
64.04,383.0,25.0,30.0,11.6,132
74.1,465.45,100.0,52.0,9.2,144
66.86,364.45,122.0,55.0,10.8,145
74.31,465.5,104.0,52.0,11.7,145
74.14,465.71,98.0,53.0,9.7,146
74.54,466.08,87.0,54.0,12.9,148
74.86,466.04,92.0,52.0,12.1,149
75.08,465.94,92.0,51.0,11.2,150
75.01,465.89,89.0,49.0,10.8,151
75.3,465.69,92.0,52.0,9.4,152
67.46,361.98,92.0,54.0,11.6,165
74.1,465.31,94.0,50.0,9.8,165
74.4,465.55,91.0,52.0,14.1,166
74.91,465.78,92.0,50.0,13.0,167
74.54,465.85,89.0,52.0,15.2,168
75.19,466.07,91.0,52.0,10.4,169
74.33,465.19,114.0,40.0,11.6,187
74.12,465.45,94.0,39.0,14.8,188
65.71,366.09,148.0,55.0,13.9,189
74.46,465.72,94.0,41.0,12.0,189
74.56,465.72,99.0,50.0,11.5,190
66.09,364.76,114.0,55.0,10.6,191
74.67,465.61,93.0,48.0,14.5,192
75.07,465.48,87.0,52.0,10.5,193
75.16,465.65,92.0,53.0,9.8,194
74.25,465.63,97.0,50.0,10.8,207
74.24,465.46,91.0,54.0,15.9,208
74.21,465.95,91.0,54.0,15.9,209
67.26,362.52,86.0,48.0,12.8,211
67.43,361.82,89.0,53.0,12.9,212
75.11,465.93,91.0,50.0,12.9,212
67.8,361.38,86.0,53.0,14.2,213
75.03,465.85,95.0,48.0,13.2,213
67.51,361.37,89.0,56.0,12.6,214
75.06,465.66,93.0,53.0,10.8,214
74.24,465.46,95.0,51.0,9.7,228
74.54,465.68,98.0,48.0,11.6,229
74.75,465.86,92.0,53.0,15.1,230
74.82,465.93,90.0,53.0,9.7,231
74.85,465.78,93.0,52.0,9.2,232
74.94,465.82,90.0,53.0,12.7,233
75.31,465.54,86.0,52.0,12.2,234
67.38,362.02,89.0,55.0,12.7,235
75.48,465.54,93.0,53.0,9.4,235
67.38,363.45,105.0,57.0,14.5,237
67.03,363.68,98.0,57.0,13.3,238
74.25,465.4,92.0,50.0,9.6,248
74.5,465.16,97.0,52.0,11.4,249
74.12,465.91,92.0,51.0,14.0,250
74.47,465.9,97.0,48.0,13.2,251
74.54,465.68,95.0,49.0,11.0,252
74.74,465.61,90.0,48.0,13.4,253
74.96,465.74,91.0,49.0,9.9,254
75.15,465.55,87.0,51.0,10.1,255
67.3,361.84,92.0,56.0,11.8,260
67.66,361.32,86.0,56.0,13.5,261
