x,y,area,max_scoreImg,max_innerToRing,nr
559.0,241.0,1.0,18.0,14.5,12
559.0,241.0,1.0,18.0,15.1,14
559.0,241.0,1.0,16.0,9.4,15
559.0,241.0,1.0,15.0,14.7,16
559.0,241.0,1.0,16.0,17.9,17
559.0,241.0,1.0,15.0,17.2,33
559.0,241.0,1.0,23.0,16.4,48
559.0,241.0,1.0,19.0,15.5,49
559.0,241.0,1.0,15.0,18.4,53
637.47,141.55,34.0,27.0,26.5,55
622.65,142.35,64.0,35.0,27.2,56
609.54,143.49,65.0,33.0,26.0,57
600.73,145.16,68.0,38.0,34.2,58
595.46,146.79,63.0,37.0,31.4,59
592.89,148.76,59.0,36.0,26.9,60
592.98,149.63,58.0,37.0,32.4,61
591.01,147.12,53.0,31.0,29.2,62
587.07,140.36,50.0,32.0,27.1,63
583.12,133.39,46.0,37.0,31.4,64
559.0,241.0,1.0,20.0,16.9,64
579.76,126.41,47.0,32.0,25.0,65
576.26,117.67,42.0,28.0,23.7,66
574.3,109.09,35.0,30.0,24.7,67
574.24,98.57,35.0,29.0,22.8,68
577.3,86.42,34.0,28.0,23.3,69
582.26,71.89,41.0,29.0,23.1,70
588.84,56.2,37.0,27.0,19.7,71
595.99,39.41,39.0,27.0,20.5,72
602.35,21.99,35.0,28.0,22.9,73
607.44,5.23,50.0,29.0,22.4,74
559.0,241.0,1.0,19.0,17.7,81
559.0,241.0,1.0,19.0,17.4,82
559.0,241.0,1.0,14.0,15.5,88
559.0,241.0,1.0,16.0,16.3,92
559.0,241.0,1.0,19.0,18.0,120
559.0,241.0,1.0,16.0,17.1,124
77.0,169.0,1.0,14.0,72.8,130
559.0,241.0,1.0,14.0,18.4,131
77.0,169.0,1.0,14.0,77.0,132
623.0,75.0,1.0,14.0,11.5,144
559.0,241.0,1.0,16.0,11.2,155
559.0,241.0,1.0,23.0,17.0,156
559.0,241.0,1.0,18.0,15.3,158
559.0,241.0,1.0,14.0,15.7,167
559.0,241.0,1.0,18.0,19.2,170
559.0,241.0,1.0,14.0,16.7,178
559.0,241.0,1.0,16.0,15.6,180
559.0,241.0,1.0,16.0,13.1,190
70.0,168.0,1.0,14.0,115.3,198
559.0,241.0,1.0,18.0,17.4,198
559.0,241.0,1.0,16.0,15.8,199
559.0,241.0,1.0,19.0,14.4,200
77.0,169.0,1.0,15.0,69.7,205
77.0,169.0,1.0,14.0,71.9,206
77.0,169.0,1.0,14.0,71.7,207
559.0,241.0,1.0,18.0,16.6,212
559.0,241.0,1.0,16.0,14.5,213
559.0,241.0,1.0,19.0,15.9,214
559.0,241.0,1.0,19.0,13.5,215
559.0,241.0,1.0,16.0,14.3,226
559.0,241.0,1.0,14.0,17.8,234
559.0,241.0,1.0,15.0,16.0,243
559.0,241.0,1.0,20.0,19.6,252
559.0,241.0,1.0,23.0,19.7,253
559.0,241.0,1.0,18.0,16.0,254
550.42,0.0,2.0,19.0,19.3,266
550.0,0.0,1.0,43.0,45.0,267
549.81,0.65,3.0,37.0,37.6,268
549.39,1.24,3.0,29.0,28.7,269
549.0,2.0,1.0,42.0,31.5,270
548.74,2.62,3.0,28.0,24.1,271
548.24,3.29,3.0,37.0,27.1,272
548.0,4.0,1.0,45.0,41.5,273
547.51,4.54,4.0,29.0,27.2,274
547.19,5.26,3.0,39.0,33.7,275
546.7,5.8,3.0,34.0,31.4,276
546.26,6.45,3.0,33.0,31.8,277
546.0,7.33,2.0,43.0,41.0,278
559.0,241.0,1.0,15.0,16.0,278
545.49,8.0,2.0,32.0,28.4,279
545.2,8.48,3.0,36.0,34.3,280
544.73,9.23,3.0,38.0,35.5,281
544.51,9.79,3.0,34.0,31.0,282
544.19,10.46,3.0,36.0,32.9,283
543.72,11.22,3.0,37.0,33.6,284
543.17,11.7,5.0,43.0,33.6,285
543.0,12.48,2.0,29.0,24.3,286
542.44,13.0,2.0,28.0,21.0,287
542.0,13.69,2.0,42.0,38.4,288
541.62,14.43,4.0,31.0,26.6,289
541.25,15.22,3.0,37.0,34.1,290
559.0,241.0,1.0,16.0,12.5,290
541.0,15.63,2.0,38.0,30.4,291
540.49,16.44,4.0,28.0,24.1,292
540.0,17.25,2.0,43.0,36.4,293
539.75,17.69,3.0,35.0,27.1,294
559.0,241.0,1.0,15.0,18.3,294
539.28,18.35,3.0,26.0,19.8,295
538.78,18.78,3.0,40.0,39.6,296
538.63,19.68,3.0,28.0,27.0,297
538.22,20.33,3.0,35.0,33.5,298
537.77,20.79,3.0,44.0,41.4,299
537.45,21.51,4.0,30.0,27.6,300
537.0,22.36,2.0,36.0,35.0,301
536.67,22.8,3.0,32.0,29.7,302
536.22,23.47,3.0,34.0,25.9,303
559.0,241.0,1.0,16.0,15.1,303
536.0,24.34,2.0,41.0,38.8,304
535.46,25.0,2.0,29.0,27.3,305
535.0,25.53,2.0,32.0,30.6,306
534.65,26.0,2.0,34.0,33.1,307
534.36,26.67,4.0,40.0,39.1,308
534.0,27.45,2.0,36.0,36.5,309
559.0,241.0,1.0,18.0,14.8,309
533.54,28.0,2.0,29.0,26.6,310
533.0,28.66,2.0,39.0,31.4,311
533.0,29.41,2.0,33.0,29.4,312
559.0,241.0,1.0,14.0,16.6,312
532.43,30.0,2.0,29.0,26.6,313
532.0,30.67,2.0,43.0,41.4,314
531.56,31.4,4.0,31.0,30.3,315
531.27,32.0,2.0,37.0,33.7,316
531.0,32.64,2.0,37.0,35.9,317
530.46,33.22,3.0,31.0,29.7,318
530.0,34.0,1.0,43.0,41.3,319
559.0,241.0,1.0,17.0,21.3,319
529.81,34.61,3.0,31.0,25.8,320
529.35,35.25,3.0,27.0,25.7,321
529.0,35.71,2.0,46.0,46.5,322
528.63,36.48,4.0,30.0,30.4,323
528.28,37.21,3.0,36.0,34.0,324
77.0,169.0,1.0,14.0,69.7,324
559.0,241.0,1.0,14.0,18.3,324
527.79,37.74,3.0,39.0,33.4,325
527.37,38.33,3.0,26.0,22.6,326
243.0,404.51,2.0,18.0,9.5,326
527.0,39.0,1.0,45.0,39.2,327
260.0,358.4,2.0,21.0,12.2,327
526.74,39.66,3.0,29.0,25.7,328
526.31,40.26,3.0,31.0,23.5,329
526.0,40.71,2.0,44.0,42.3,330
319.57,202.43,2.0,20.0,12.0,330
525.68,41.62,3.0,26.0,24.7,331
525.23,42.23,3.0,38.0,34.2,332
367.71,84.88,3.0,20.0,11.3,332
524.78,42.76,3.0,41.0,39.8,333
524.45,43.48,4.0,27.0,22.3,334
524.18,44.22,3.0,45.0,43.0,335
559.0,241.0,1.0,20.0,16.8,335
523.73,44.7,3.0,35.0,32.1,336
523.28,45.35,3.0,28.0,24.8,337
559.0,241.0,1.0,21.0,17.6,337
523.0,46.24,2.0,47.0,43.2,338
522.61,46.56,4.0,30.0,27.1,339
559.0,241.0,1.0,18.0,17.6,339
522.23,47.29,3.0,36.0,34.0,340
521.81,47.75,3.0,40.0,36.1,341
559.0,241.0,1.0,15.0,17.6,341
521.51,48.53,4.0,27.0,23.1,342
521.0,49.28,2.0,42.0,37.9,343
77.0,169.0,1.0,15.0,74.2,343
520.81,49.7,3.0,38.0,31.5,344
520.33,50.36,3.0,26.0,24.5,345
520.0,51.0,1.0,44.0,41.6,346
519.66,51.69,3.0,26.0,24.1,347
519.25,52.32,3.0,30.0,28.5,348
518.81,52.78,3.0,45.0,42.6,349
