nr,datetime
0,2022-06-22 22:25:09.841356000
1,2022-06-22 22:25:09.941356200
2,2022-06-22 22:25:10.041356400
3,2022-06-22 22:25:10.141356600
4,2022-06-22 22:25:10.241356800
5,2022-06-22 22:25:10.341357000
6,2022-06-22 22:25:10.441357200
7,2022-06-22 22:25:10.541357400
8,2022-06-22 22:25:10.641357600
9,2022-06-22 22:25:10.741357800
10,2022-06-22 22:25:10.841358000
11,2022-06-22 22:25:10.941358200
12,2022-06-22 22:25:11.041358400
13,2022-06-22 22:25:11.141358600
14,2022-06-22 22:25:11.241358800
15,2022-06-22 22:25:11.341359000
16,2022-06-22 22:25:11.441359200
17,2022-06-22 22:25:11.541359400
18,2022-06-22 22:25:11.641359600
19,2022-06-22 22:25:11.741359800
20,2022-06-22 22:25:11.841360000
21,2022-06-22 22:25:11.941360200
22,2022-06-22 22:25:12.041360400
23,2022-06-22 22:25:12.141360600
24,2022-06-22 22:25:12.241360800
25,2022-06-22 22:25:12.341361000
26,2022-06-22 22:25:12.441361200
27,2022-06-22 22:25:12.541361400
28,2022-06-22 22:25:12.641361600
29,2022-06-22 22:25:12.741361800
30,2022-06-22 22:25:12.841362000
31,2022-06-22 22:25:12.941362200
32,2022-06-22 22:25:13.041362400
33,2022-06-22 22:25:13.141362600
34,2022-06-22 22:25:13.241362800
35,2022-06-22 22:25:13.341363000
36,2022-06-22 22:25:13.441363200
37,2022-06-22 22:25:13.541363400
38,2022-06-22 22:25:13.641363600
39,2022-06-22 22:25:13.741363800
40,2022-06-22 22:25:13.841364000
41,2022-06-22 22:25:13.941364200
42,2022-06-22 22:25:14.041364400
43,2022-06-22 22:25:14.141364600
44,2022-06-22 22:25:14.241364800
45,2022-06-22 22:25:14.341365000
46,2022-06-22 22:25:14.441365200
47,2022-06-22 22:25:14.541365400
48,2022-06-22 22:25:14.641365600
49,2022-06-22 22:25:14.741365800
50,2022-06-22 22:25:14.841366000
51,2022-06-22 22:25:14.941366200
52,2022-06-22 22:25:15.041366400
53,2022-06-22 22:25:15.141366600
54,2022-06-22 22:25:15.241366800
55,2022-06-22 22:25:15.341367000
56,2022-06-22 22:25:15.441367200
57,2022-06-22 22:25:15.541367400
58,2022-06-22 22:25:15.641367600
59,2022-06-22 22:25:15.741367800
60,2022-06-22 22:25:15.841368000
61,2022-06-22 22:25:15.941368200
62,2022-06-22 22:25:16.041368400
63,2022-06-22 22:25:16.141368600
64,2022-06-22 22:25:16.241368800
65,2022-06-22 22:25:16.341369000
66,2022-06-22 22:25:16.441369200
67,2022-06-22 22:25:16.541369400
68,2022-06-22 22:25:16.641369600
69,2022-06-22 22:25:16.741369800
70,2022-06-22 22:25:16.841370000
71,2022-06-22 22:25:16.941370200
72,2022-06-22 22:25:17.041370400
73,2022-06-22 22:25:17.141370600
74,2022-06-22 22:25:17.241370800
75,2022-06-22 22:25:17.341371000
76,2022-06-22 22:25:17.441371200
77,2022-06-22 22:25:17.541371400
78,2022-06-22 22:25:17.641371600
79,2022-06-22 22:25:17.741371800
80,2022-06-22 22:25:17.841372000
81,2022-06-22 22:25:17.941372200
82,2022-06-22 22:25:18.041372400
83,2022-06-22 22:25:18.141372600
84,2022-06-22 22:25:18.241372800
85,2022-06-22 22:25:18.341373000
86,2022-06-22 22:25:18.441373200
87,2022-06-22 22:25:18.541373400
88,2022-06-22 22:25:18.641373600
89,2022-06-22 22:25:18.741373800
90,2022-06-22 22:25:18.841374000
91,2022-06-22 22:25:18.941374200
92,2022-06-22 22:25:19.041374400
93,2022-06-22 22:25:19.141374600
94,2022-06-22 22:25:19.241374800
95,2022-06-22 22:25:19.341375000
96,2022-06-22 22:25:19.441375200
97,2022-06-22 22:25:19.541375400
98,2022-06-22 22:25:19.641375600
99,2022-06-22 22:25:19.741375800
