nr,datetime
0,2022-06-23 21:29:38.707261000
1,2022-06-23 21:29:38.773927800
2,2022-06-23 21:29:38.840594600
3,2022-06-23 21:29:38.907261400
4,2022-06-23 21:29:38.973928200
5,2022-06-23 21:29:39.040595000
6,2022-06-23 21:29:39.107261800
7,2022-06-23 21:29:39.173928600
8,2022-06-23 21:29:39.240595400
9,2022-06-23 21:29:39.307262200
10,2022-06-23 21:29:39.373929000
11,2022-06-23 21:29:39.440595800
12,2022-06-23 21:29:39.507262600
13,2022-06-23 21:29:39.573929400
14,2022-06-23 21:29:39.640596200
15,2022-06-23 21:29:39.707263000
16,2022-06-23 21:29:39.773929800
17,2022-06-23 21:29:39.840596600
18,2022-06-23 21:29:39.907263400
19,2022-06-23 21:29:39.973930200
20,2022-06-23 21:29:40.040597000
21,2022-06-23 21:29:40.107263800
22,2022-06-23 21:29:40.173930600
23,2022-06-23 21:29:40.240597400
24,2022-06-23 21:29:40.307264200
25,2022-06-23 21:29:40.373931000
26,2022-06-23 21:29:40.440597800
27,2022-06-23 21:29:40.507264600
28,2022-06-23 21:29:40.573931400
29,2022-06-23 21:29:40.640598200
30,2022-06-23 21:29:40.707265000
31,2022-06-23 21:29:40.773931800
32,2022-06-23 21:29:40.840598600
33,2022-06-23 21:29:40.907265400
34,2022-06-23 21:29:40.973932200
35,2022-06-23 21:29:41.040599000
36,2022-06-23 21:29:41.107265800
37,2022-06-23 21:29:41.173932600
38,2022-06-23 21:29:41.240599400
39,2022-06-23 21:29:41.307266200
40,2022-06-23 21:29:41.373933000
41,2022-06-23 21:29:41.440599800
42,2022-06-23 21:29:41.507266600
43,2022-06-23 21:29:41.573933400
44,2022-06-23 21:29:41.640600200
45,2022-06-23 21:29:41.707267000
46,2022-06-23 21:29:41.773933800
47,2022-06-23 21:29:41.840600600
48,2022-06-23 21:29:41.907267400
49,2022-06-23 21:29:41.973934200
50,2022-06-23 21:29:42.040601000
51,2022-06-23 21:29:42.107267800
52,2022-06-23 21:29:42.173934600
53,2022-06-23 21:29:42.240601400
54,2022-06-23 21:29:42.307268200
55,2022-06-23 21:29:42.373935000
56,2022-06-23 21:29:42.440601800
57,2022-06-23 21:29:42.507268600
58,2022-06-23 21:29:42.573935400
59,2022-06-23 21:29:42.640602200
60,2022-06-23 21:29:42.707269000
61,2022-06-23 21:29:42.773935800
62,2022-06-23 21:29:42.840602600
63,2022-06-23 21:29:42.907269400
64,2022-06-23 21:29:42.973936200
65,2022-06-23 21:29:43.040603000
66,2022-06-23 21:29:43.107269800
67,2022-06-23 21:29:43.173936600
68,2022-06-23 21:29:43.240603400
69,2022-06-23 21:29:43.307270200
70,2022-06-23 21:29:43.373937000
71,2022-06-23 21:29:43.440603800
72,2022-06-23 21:29:43.507270600
73,2022-06-23 21:29:43.573937400
74,2022-06-23 21:29:43.640604200
75,2022-06-23 21:29:43.707271000
76,2022-06-23 21:29:43.773937800
77,2022-06-23 21:29:43.840604600
78,2022-06-23 21:29:43.907271400
79,2022-06-23 21:29:43.973938200
80,2022-06-23 21:29:44.040605000
81,2022-06-23 21:29:44.107271800
82,2022-06-23 21:29:44.173938600
83,2022-06-23 21:29:44.240605400
84,2022-06-23 21:29:44.307272200
85,2022-06-23 21:29:44.373939000
86,2022-06-23 21:29:44.440605800
87,2022-06-23 21:29:44.507272600
88,2022-06-23 21:29:44.573939400
89,2022-06-23 21:29:44.640606200
90,2022-06-23 21:29:44.707273000
91,2022-06-23 21:29:44.773939800
92,2022-06-23 21:29:44.840606600
93,2022-06-23 21:29:44.907273400
94,2022-06-23 21:29:44.973940200
95,2022-06-23 21:29:45.040607000
96,2022-06-23 21:29:45.107273800
97,2022-06-23 21:29:45.173940600
98,2022-06-23 21:29:45.240607400
99,2022-06-23 21:29:45.307274200
100,2022-06-23 21:29:45.373941000
101,2022-06-23 21:29:45.440607800
102,2022-06-23 21:29:45.507274600
103,2022-06-23 21:29:45.573941400
104,2022-06-23 21:29:45.640608200
105,2022-06-23 21:29:45.707275000
106,2022-06-23 21:29:45.773941800
107,2022-06-23 21:29:45.840608600
108,2022-06-23 21:29:45.907275400
109,2022-06-23 21:29:45.973942200
110,2022-06-23 21:29:46.040609000
111,2022-06-23 21:29:46.107275800
112,2022-06-23 21:29:46.173942600
113,2022-06-23 21:29:46.240609400
114,2022-06-23 21:29:46.307276200
115,2022-06-23 21:29:46.373943000
116,2022-06-23 21:29:46.440609800
117,2022-06-23 21:29:46.507276600
118,2022-06-23 21:29:46.573943400
119,2022-06-23 21:29:46.640610200
120,2022-06-23 21:29:46.707277000
121,2022-06-23 21:29:46.773943800
122,2022-06-23 21:29:46.840610600
123,2022-06-23 21:29:46.907277400
124,2022-06-23 21:29:46.973944200
125,2022-06-23 21:29:47.040611000
126,2022-06-23 21:29:47.107277800
127,2022-06-23 21:29:47.173944600
128,2022-06-23 21:29:47.240611400
129,2022-06-23 21:29:47.307278200
130,2022-06-23 21:29:47.373945000
131,2022-06-23 21:29:47.440611800
132,2022-06-23 21:29:47.507278600
133,2022-06-23 21:29:47.573945400
134,2022-06-23 21:29:47.640612200
135,2022-06-23 21:29:47.707279000
136,2022-06-23 21:29:47.773945800
137,2022-06-23 21:29:47.840612600
138,2022-06-23 21:29:47.907279400
139,2022-06-23 21:29:47.973946200
140,2022-06-23 21:29:48.040613000
141,2022-06-23 21:29:48.107279800
142,2022-06-23 21:29:48.173946600
143,2022-06-23 21:29:48.240613400
144,2022-06-23 21:29:48.307280200
145,2022-06-23 21:29:48.373947000
146,2022-06-23 21:29:48.440613800
147,2022-06-23 21:29:48.507280600
148,2022-06-23 21:29:48.573947400
149,2022-06-23 21:29:48.640614200
150,2022-06-23 21:29:48.707281000
151,2022-06-23 21:29:48.773947800
152,2022-06-23 21:29:48.840614600
153,2022-06-23 21:29:48.907281400
154,2022-06-23 21:29:48.973948200
155,2022-06-23 21:29:49.040615000
156,2022-06-23 21:29:49.107281800
157,2022-06-23 21:29:49.173948600
158,2022-06-23 21:29:49.240615400
159,2022-06-23 21:29:49.307282200
160,2022-06-23 21:29:49.373949000
161,2022-06-23 21:29:49.440615800
162,2022-06-23 21:29:49.507282600
163,2022-06-23 21:29:49.573949400
164,2022-06-23 21:29:49.640616200
165,2022-06-23 21:29:49.707283000
166,2022-06-23 21:29:49.773949800
167,2022-06-23 21:29:49.840616600
168,2022-06-23 21:29:49.907283400
169,2022-06-23 21:29:49.973950200
170,2022-06-23 21:29:50.040617000
171,2022-06-23 21:29:50.107283800
