nr,datetime,x1,y1,x2,y2
1393,2022-06-23 21:31:11.574113400,255.21,133.93,279.63,295.16
2598,2022-06-23 21:32:31.907607400,522.0,367.11,530.0,457.64
2842,2022-06-23 21:32:48.174306600,312.81,95.14,351.65,136.26
3186,2022-06-23 21:33:11.107685800,282.74,48.24,325.52,76.7
3883,2022-06-23 21:33:57.574445400,437.38,437.36,450.71,452.13
4132,2022-06-23 21:34:14.174478600,616.59,413.6,630.95,421.46
5667,2022-06-23 21:35:56.508016600,327.0,438.94,341.35,461.33
