nr,datetime,x1,y1,x2,y2
5726,2021-08-10 20:41:00.644280400,305.06,109.46,339.3,120.4
6115,2021-08-10 20:41:13.610973,393.49,333.2,393.21,332.53
7226,2021-08-10 20:41:50.644380400,327.74,159.38,262.59,161.81
8772,2021-08-10 20:42:42.177816800,269.34,379.61,195.37,373.24
9308,2021-08-10 20:43:00.044519200,285.6,79.81,223.69,82.39
9634,2021-08-10 20:43:10.911207600,240.0,83.67,159.0,82.0
10826,2021-08-10 20:43:50.644620400,455.0,426.48,347.0,426.0
