x,y,area,max_scoreImg,max_innerToRing,nr
635.69,35.06,3.0,18.0,10.3,491
633.0,356.0,1.0,19.0,14.7,610
639.0,84.0,1.0,15.0,11.3,821
617.0,45.0,1.0,18.0,13.7,828
611.5,36.5,2.0,15.0,13.0,830
608.0,31.0,1.0,15.0,10.9,831
604.0,20.53,2.0,18.0,11.4,833
600.0,6.0,1.0,15.0,11.0,835
599.0,0.0,1.0,17.0,13.4,836
55.0,388.0,1.0,15.0,11.7,891
578.0,34.0,1.0,16.0,10.6,907
56.0,388.0,1.0,16.0,10.3,961
55.0,388.0,1.0,17.0,14.5,962
55.0,388.0,1.0,16.0,14.9,963
336.0,62.0,1.0,15.0,10.4,973
55.0,388.0,1.0,18.0,14.5,997
55.0,388.0,1.0,16.0,13.8,998
55.0,388.0,1.0,17.0,13.5,1032
55.48,388.0,2.0,16.0,13.8,1033
55.0,388.0,1.0,17.0,13.2,1068
57.0,382.0,1.0,16.0,10.4,1092
56.0,388.0,1.0,18.0,12.4,1102
57.0,382.0,1.0,15.0,11.0,1127
56.0,388.0,1.0,15.0,13.0,1136
56.0,388.0,1.0,15.0,10.5,1172
514.56,49.0,2.0,19.0,14.2,1188
477.0,119.5,2.0,15.0,11.5,1195
469.52,145.52,2.0,16.0,10.8,1198
469.0,152.0,1.0,17.0,11.0,1199
466.69,165.39,3.0,19.0,13.7,1202
466.68,168.34,3.0,16.0,10.6,1203
465.69,170.38,3.0,21.0,16.0,1204
465.24,172.37,5.0,21.0,16.1,1205
465.53,173.47,4.0,22.0,19.3,1206
466.08,173.57,4.0,22.0,19.5,1207
467.28,173.22,4.0,22.0,20.5,1208
468.28,171.0,4.0,19.0,14.7,1209
469.52,167.99,4.0,20.0,16.4,1210
471.66,165.36,3.0,18.0,13.3,1211
473.62,162.81,5.0,20.0,15.7,1212
475.68,159.4,3.0,21.0,17.0,1213
476.38,156.69,3.0,20.0,17.5,1214
477.69,154.37,3.0,18.0,14.8,1215
479.29,153.24,4.0,23.0,18.7,1216
481.19,152.43,5.0,23.0,17.5,1217
481.97,152.23,4.0,21.0,16.7,1218
481.55,152.0,2.0,21.0,17.4,1219
481.0,152.43,2.0,20.0,19.4,1220
479.0,153.0,1.0,15.0,15.2,1221
476.0,153.0,1.0,18.0,14.7,1222
472.52,154.0,2.0,16.0,11.4,1223
376.0,148.0,1.0,15.0,13.7,1241
371.0,151.0,1.0,15.0,11.1,1244
372.0,163.0,1.0,16.0,14.1,1253
56.0,279.0,1.0,17.0,16.2,1823
375.0,142.0,1.0,17.0,14.5,2389
390.0,130.0,1.0,16.0,10.5,2394
399.0,128.0,1.0,16.0,10.1,2397
408.5,124.0,2.0,16.0,10.1,2400
412.5,123.0,2.0,15.0,10.2,2401
416.53,123.0,2.0,18.0,12.7,2402
420.52,123.52,2.0,16.0,10.3,2403
425.52,124.0,2.0,16.0,10.8,2404
429.55,125.0,2.0,18.0,14.7,2405
433.55,125.55,2.0,18.0,15.0,2406
442.0,124.0,1.0,18.0,13.2,2408
446.46,123.0,2.0,19.0,15.9,2409
450.0,122.25,4.0,16.0,10.2,2410
453.58,122.0,2.0,21.0,16.5,2411
456.5,123.0,2.0,15.0,11.6,2412
460.5,125.0,2.0,17.0,12.1,2413
463.53,127.0,2.0,17.0,11.1,2414
467.0,129.0,3.0,15.0,11.3,2415
470.39,130.69,3.0,19.0,14.0,2416
474.57,132.0,2.0,21.0,15.4,2417
