nr,datetime
0,2023-09-27 18:35:51.300868000
1,2023-09-27 18:35:51.367534800
2,2023-09-27 18:35:51.434201600
3,2023-09-27 18:35:51.500868400
4,2023-09-27 18:35:51.567535200
5,2023-09-27 18:35:51.634202000
6,2023-09-27 18:35:51.700868800
7,2023-09-27 18:35:51.767535600
8,2023-09-27 18:35:51.834202400
9,2023-09-27 18:35:51.900869200
10,2023-09-27 18:35:51.967536000
11,2023-09-27 18:35:52.034202800
12,2023-09-27 18:35:52.100869600
13,2023-09-27 18:35:52.167536400
14,2023-09-27 18:35:52.234203200
15,2023-09-27 18:35:52.300870000
16,2023-09-27 18:35:52.367536800
17,2023-09-27 18:35:52.434203600
18,2023-09-27 18:35:52.500870400
19,2023-09-27 18:35:52.567537200
20,2023-09-27 18:35:52.634204000
21,2023-09-27 18:35:52.700870800
22,2023-09-27 18:35:52.767537600
23,2023-09-27 18:35:52.834204400
24,2023-09-27 18:35:52.900871200
25,2023-09-27 18:35:52.967538000
26,2023-09-27 18:35:53.034204800
27,2023-09-27 18:35:53.100871600
28,2023-09-27 18:35:53.167538400
29,2023-09-27 18:35:53.234205200
30,2023-09-27 18:35:53.300872000
31,2023-09-27 18:35:53.367538800
32,2023-09-27 18:35:53.434205600
33,2023-09-27 18:35:53.500872400
34,2023-09-27 18:35:53.567539200
35,2023-09-27 18:35:53.634206000
36,2023-09-27 18:35:53.700872800
37,2023-09-27 18:35:53.767539600
38,2023-09-27 18:35:53.834206400
39,2023-09-27 18:35:53.900873200
40,2023-09-27 18:35:53.967540000
41,2023-09-27 18:35:54.034206800
42,2023-09-27 18:35:54.100873600
43,2023-09-27 18:35:54.167540400
44,2023-09-27 18:35:54.234207200
45,2023-09-27 18:35:54.300874000
46,2023-09-27 18:35:54.367540800
47,2023-09-27 18:35:54.434207600
48,2023-09-27 18:35:54.500874400
49,2023-09-27 18:35:54.567541200
50,2023-09-27 18:35:54.634208000
51,2023-09-27 18:35:54.700874800
52,2023-09-27 18:35:54.767541600
53,2023-09-27 18:35:54.834208400
54,2023-09-27 18:35:54.900875200
55,2023-09-27 18:35:54.967542000
56,2023-09-27 18:35:55.034208800
57,2023-09-27 18:35:55.100875600
58,2023-09-27 18:35:55.167542400
59,2023-09-27 18:35:55.234209200
60,2023-09-27 18:35:55.300876000
61,2023-09-27 18:35:55.367542800
62,2023-09-27 18:35:55.434209600
63,2023-09-27 18:35:55.500876400
64,2023-09-27 18:35:55.567543200
65,2023-09-27 18:35:55.634210000
66,2023-09-27 18:35:55.700876800
67,2023-09-27 18:35:55.767543600
68,2023-09-27 18:35:55.834210400
69,2023-09-27 18:35:55.900877200
70,2023-09-27 18:35:55.967544000
71,2023-09-27 18:35:56.034210800
72,2023-09-27 18:35:56.100877600
73,2023-09-27 18:35:56.167544400
74,2023-09-27 18:35:56.234211200
75,2023-09-27 18:35:56.300878000
76,2023-09-27 18:35:56.367544800
77,2023-09-27 18:35:56.434211600
78,2023-09-27 18:35:56.500878400
79,2023-09-27 18:35:56.567545200
80,2023-09-27 18:35:56.634212000
81,2023-09-27 18:35:56.700878800
82,2023-09-27 18:35:56.767545600
83,2023-09-27 18:35:56.834212400
84,2023-09-27 18:35:56.900879200
85,2023-09-27 18:35:56.967546000
86,2023-09-27 18:35:57.034212800
87,2023-09-27 18:35:57.100879600
88,2023-09-27 18:35:57.167546400
89,2023-09-27 18:35:57.234213200
90,2023-09-27 18:35:57.300880000
91,2023-09-27 18:35:57.367546800
92,2023-09-27 18:35:57.434213600
93,2023-09-27 18:35:57.500880400
94,2023-09-27 18:35:57.567547200
95,2023-09-27 18:35:57.634214000
96,2023-09-27 18:35:57.700880800
97,2023-09-27 18:35:57.767547600
98,2023-09-27 18:35:57.834214400
99,2023-09-27 18:35:57.900881200
100,2023-09-27 18:35:57.967548000
101,2023-09-27 18:35:58.034214800
102,2023-09-27 18:35:58.100881600
103,2023-09-27 18:35:58.167548400
104,2023-09-27 18:35:58.234215200
105,2023-09-27 18:35:58.300882000
106,2023-09-27 18:35:58.367548800
107,2023-09-27 18:35:58.434215600
108,2023-09-27 18:35:58.500882400
109,2023-09-27 18:35:58.567549200
110,2023-09-27 18:35:58.634216000
111,2023-09-27 18:35:58.700882800
112,2023-09-27 18:35:58.767549600
113,2023-09-27 18:35:58.834216400
114,2023-09-27 18:35:58.900883200
115,2023-09-27 18:35:58.967550000
116,2023-09-27 18:35:59.034216800
117,2023-09-27 18:35:59.100883600
118,2023-09-27 18:35:59.167550400
119,2023-09-27 18:35:59.234217200
120,2023-09-27 18:35:59.300884000
121,2023-09-27 18:35:59.367550800
122,2023-09-27 18:35:59.434217600
123,2023-09-27 18:35:59.500884400
124,2023-09-27 18:35:59.567551200
125,2023-09-27 18:35:59.634218000
126,2023-09-27 18:35:59.700884800
127,2023-09-27 18:35:59.767551600
128,2023-09-27 18:35:59.834218400
129,2023-09-27 18:35:59.900885200
130,2023-09-27 18:35:59.967552000
131,2023-09-27 18:36:00.034218800
132,2023-09-27 18:36:00.100885600
133,2023-09-27 18:36:00.167552400
134,2023-09-27 18:36:00.234219200
135,2023-09-27 18:36:00.300886000
136,2023-09-27 18:36:00.367552800
137,2023-09-27 18:36:00.434219600
138,2023-09-27 18:36:00.500886400
139,2023-09-27 18:36:00.567553200
140,2023-09-27 18:36:00.634220000
141,2023-09-27 18:36:00.700886800
142,2023-09-27 18:36:00.767553600
143,2023-09-27 18:36:00.834220400
144,2023-09-27 18:36:00.900887200
145,2023-09-27 18:36:00.967554000
