nr,datetime,x1,y1,x2,y2
1737,2022-06-25 21:20:00.745118600,354.55,323.83,322.89,388.2
2209,2022-06-25 21:20:32.211848200,503.52,64.44,520.32,136.56
2568,2022-06-25 21:20:56.145229400,527.7,357.38,491.29,401.94
2656,2022-06-25 21:21:02.011907800,543.09,352.17,507.31,397.34
3205,2022-06-25 21:21:38.611981,297.78,54.95,324.15,35.55
3531,2022-06-25 21:22:00.345357800,229.93,385.51,203.27,338.38
3734,2022-06-25 21:22:13.878718200,286.78,370.81,261.38,330.48
4359,2022-06-25 21:22:55.545468200,492.41,350.39,464.36,354.7
