nr,datetime,x1,y1,x2,y2
6347,2021-08-11 21:08:07.235903800,283.92,415.75,277.14,407.58
7790,2021-08-11 21:08:55.336,363.59,270.5,333.27,271.88
9303,2021-08-11 21:09:45.769434200,263.08,40.07,241.43,46.04
10773,2021-08-11 21:10:34.769532200,307.65,276.69,406.18,278.14
11080,2021-08-11 21:10:45.002886,121.35,305.36,297.07,299.78
4129,2021-08-11 21:06:53.302422600,51.3,362.48,142.13,351.16
