,nr,datetime,x1,y1,x2,y2,lat,lon,height
0,3871,2021-08-11 21:06:44.702405400,0.91,414.45,247.33,398.3,48.6651461869583,9.835347145164503,17.7
1,3872,2021-08-11 21:06:44.735738800,2.31,414.46,249.06,398.26,48.6651461869583,9.835347145164503,17.7
2,3873,2021-08-11 21:06:44.769072199,4.23,414.41,250.74,398.2,48.665146143926464,9.835347196421743,17.9
3,3874,2021-08-11 21:06:44.802405600,6.13,414.37,252.47,398.16,48.665146143926464,9.835347196421743,17.9
4,3875,2021-08-11 21:06:44.835739000,8.12,414.29,254.18,398.13,48.665146143926464,9.835347196421743,17.9
5,3876,2021-08-11 21:06:44.869072400,10.03,414.24,255.86,398.07,48.66514614087264,9.835347246226354,18.1
6,3877,2021-08-11 21:06:44.902405800,12.02,414.19,257.56,398.01,48.66514614087264,9.835347246226354,18.1
7,3878,2021-08-11 21:06:44.935739200,13.88,414.15,259.29,397.99,48.66514614087264,9.835347246226354,18.1
8,3879,2021-08-11 21:06:44.969072600,15.83,414.11,260.97,397.92,48.66514626331231,9.835347154658498,18.3
9,3880,2021-08-11 21:06:45.002406000,17.84,414.01,262.66,397.89,48.66514626331231,9.835347154658498,18.3
10,3881,2021-08-11 21:06:45.035739400,19.73,413.99,264.38,397.83,48.66514626331231,9.835347154658498,18.3
11,3882,2021-08-11 21:06:45.069072799,21.54,414.0,266.05,397.77,48.665146268807455,9.835347186927734,18.5
12,3883,2021-08-11 21:06:45.102406200,23.39,413.9,267.72,397.72,48.665146268807455,9.835347186927734,18.5
13,3884,2021-08-11 21:06:45.135739600,25.47,413.84,269.42,397.66,48.665146268807455,9.835347186927734,18.5
14,3885,2021-08-11 21:06:45.169073000,27.33,413.83,271.09,397.63,48.66514623778959,9.835347106617805,18.7
15,3886,2021-08-11 21:06:45.202406400,29.26,413.79,272.76,397.55,48.66514623778959,9.835347106617805,18.7
16,3887,2021-08-11 21:06:45.235739800,31.19,413.72,274.46,397.51,48.66514623778959,9.835347106617805,18.7
17,3888,2021-08-11 21:06:45.269073200,33.18,413.62,276.15,397.45,48.66514623752831,9.835347133699065,18.9
18,3889,2021-08-11 21:06:45.302406600,35.13,413.55,277.78,397.39,48.66514623752831,9.835347133699065,18.9
19,3890,2021-08-11 21:06:45.335740000,37.03,413.55,279.48,397.36,48.66514623752831,9.835347133699065,18.9
20,3891,2021-08-11 21:06:45.369073400,39.01,413.43,281.16,397.27,48.66514622940336,9.835347097953878,19.1
21,3892,2021-08-11 21:06:45.402406800,40.94,413.45,282.77,397.22,48.66514622940336,9.835347097953878,19.1
22,3893,2021-08-11 21:06:45.435740200,42.86,413.39,284.46,397.15,48.66514622940336,9.835347097953878,19.1
23,3894,2021-08-11 21:06:45.469073600,44.76,413.33,286.11,397.11,48.66514623043986,9.835347125813334,19.3
24,3895,2021-08-11 21:06:45.502407000,46.67,413.27,287.73,397.03,48.66514623043986,9.835347125813334,19.3
25,3896,2021-08-11 21:06:45.535740400,48.66,413.2,289.41,397.0,48.66514623043986,9.835347125813334,19.3
26,3897,2021-08-11 21:06:45.569073799,50.53,413.13,291.05,396.94,48.66514622982312,9.83534725156997,19.5
27,3898,2021-08-11 21:06:45.602407200,52.5,413.07,292.67,396.88,48.66514622982312,9.83534725156997,19.5
28,3899,2021-08-11 21:06:45.635740600,54.4,412.99,294.37,396.81,48.66514622982312,9.83534725156997,19.5
29,3900,2021-08-11 21:06:45.669074000,56.36,412.93,295.99,396.75,48.66514622912925,9.835347294578328,19.7
30,3901,2021-08-11 21:06:45.702407400,58.32,412.84,297.6,396.68,48.66514622912925,9.835347294578328,19.7
31,3902,2021-08-11 21:06:45.735740800,60.21,412.63,299.28,396.61,48.66514622912925,9.835347294578328,19.7
32,3903,2021-08-11 21:06:45.769074200,62.16,412.54,300.89,396.56,48.66514637236742,9.835347236939866,19.9
33,3904,2021-08-11 21:06:45.802407600,64.12,412.48,302.51,396.5,48.66514637236742,9.835347236939866,19.9
34,3905,2021-08-11 21:06:45.835741000,66.05,412.42,304.15,396.42,48.66514637236742,9.835347236939866,19.9
35,3906,2021-08-11 21:06:45.869074400,67.94,412.38,305.66,396.38,48.665146380822165,9.835347271180536,20.1
36,3907,2021-08-11 21:06:45.902407800,69.75,412.27,307.21,396.32,48.665146380822165,9.835347271180536,20.1
37,3908,2021-08-11 21:06:45.935741200,71.43,412.28,308.59,396.31,48.665146380822165,9.835347271180536,20.1
38,3909,2021-08-11 21:06:45.969074600,72.9,412.18,309.95,396.22,48.66514648855382,9.835347362229584,20.3
39,3910,2021-08-11 21:06:46.002408000,74.4,412.12,311.21,396.18,48.66514648855382,9.835347362229584,20.3
40,3911,2021-08-11 21:06:46.035741400,75.89,412.11,312.35,396.14,48.66514648855382,9.835347362229584,20.3
41,3912,2021-08-11 21:06:46.069074799,77.17,412.08,313.39,396.1,48.66514650210111,9.835347411878557,20.5
42,3913,2021-08-11 21:06:46.102408200,78.26,412.05,314.34,396.06,48.66514650210111,9.835347411878557,20.5
43,3914,2021-08-11 21:06:46.135741600,79.31,411.98,315.14,396.01,48.66514650210111,9.835347411878557,20.5
44,3915,2021-08-11 21:06:46.169075000,80.24,411.94,315.87,395.99,48.66514660743427,9.835347354862655,20.6
45,3916,2021-08-11 21:06:46.202408400,80.99,411.9,316.55,395.94,48.66514660743427,9.835347354862655,20.6
46,3917,2021-08-11 21:06:46.235741800,81.62,411.91,317.04,395.92,48.66514660743427,9.835347354862655,20.6
47,3918,2021-08-11 21:06:46.269075200,82.26,411.82,317.57,395.91,48.66514663697877,9.835347399375523,20.8
48,3919,2021-08-11 21:06:46.302408600,82.7,411.79,317.93,395.9,48.66514663697877,9.835347399375523,20.8
49,3920,2021-08-11 21:06:46.335742000,83.21,411.76,318.3,395.87,48.66514663697877,9.835347399375523,20.8
50,3921,2021-08-11 21:06:46.369075400,83.42,411.76,318.55,395.89,48.665146602431655,9.835347484925316,20.8
51,3922,2021-08-11 21:06:46.402408800,83.68,411.8,318.77,395.88,48.665146602431655,9.835347484925316,20.8
52,3923,2021-08-11 21:06:46.435742200,83.96,411.81,319.01,395.91,48.665146602431655,9.835347484925316,20.8
53,3924,2021-08-11 21:06:46.469075600,84.12,411.88,319.26,395.91,48.66514661818472,9.83534752840059,20.8
54,3925,2021-08-11 21:06:46.502409000,84.12,411.94,319.42,396.02,48.66514661818472,9.83534752840059,20.8
55,3926,2021-08-11 21:06:46.535742400,84.25,412.06,319.52,396.08,48.66514661818472,9.83534752840059,20.8
56,3927,2021-08-11 21:06:46.569075799,84.32,412.14,319.64,396.23,48.66514640875623,9.835347726062638,20.8
57,3928,2021-08-11 21:06:46.602409200,84.34,412.36,319.7,396.38,48.66514640875623,9.835347726062638,20.8
58,3929,2021-08-11 21:06:46.635742600,83.92,412.58,319.3,396.88,48.66514640875623,9.835347726062638,20.8
59,3937,2021-08-11 21:06:46.902409800,81.99,411.98,315.95,395.96,48.66514661178582,9.835348318426314,20.8
60,3938,2021-08-11 21:06:46.935743200,82.03,411.88,315.7,395.91,48.66514661178582,9.835348318426314,20.8
61,3939,2021-08-11 21:06:46.969076600,81.96,411.7,315.55,395.8,48.66514659514616,9.835348926872706,20.8
62,3940,2021-08-11 21:06:47.002410000,81.96,411.56,315.32,395.74,48.66514659514616,9.835348926872706,20.8
63,3941,2021-08-11 21:06:47.035743400,82.05,411.02,314.93,395.56,48.66514659514616,9.835348926872706,20.8
64,3942,2021-08-11 21:06:47.069076800,82.0,410.97,314.66,395.48,48.6651465890214,9.835349890591962,20.8
65,3943,2021-08-11 21:06:47.102410200,81.94,410.97,314.35,395.34,48.6651465890214,9.835349890591962,20.8
66,3944,2021-08-11 21:06:47.135743600,81.93,410.82,313.99,395.2,48.6651465890214,9.835349890591962,20.8
67,3945,2021-08-11 21:06:47.169077000,81.94,410.59,313.58,395.13,48.66514647907969,9.835351850818432,20.8
68,3946,2021-08-11 21:06:47.202410400,81.9,410.45,313.25,394.97,48.66514647907969,9.835351850818432,20.8
69,3947,2021-08-11 21:06:47.235743800,81.9,410.26,312.78,394.84,48.66514647907969,9.835351850818432,20.8
70,3948,2021-08-11 21:06:47.269077200,81.86,410.14,312.36,394.72,48.66514646786237,9.83535355481055,20.9
71,3949,2021-08-11 21:06:47.302410600,81.91,409.9,311.86,394.56,48.66514646786237,9.83535355481055,20.9
72,3950,2021-08-11 21:06:47.335744000,81.83,409.67,311.37,394.42,48.66514646786237,9.83535355481055,20.9
73,3951,2021-08-11 21:06:47.369077400,81.76,409.58,310.82,394.24,48.66514665265044,9.835356425683132,20.9
74,3952,2021-08-11 21:06:47.402410800,81.64,409.43,310.29,394.12,48.66514665265044,9.835356425683132,20.9
75,3953,2021-08-11 21:06:47.435744200,81.5,409.16,309.73,393.96,48.66514665265044,9.835356425683132,20.9
76,3954,2021-08-11 21:06:47.469077600,81.52,408.94,309.12,393.8,48.66514665610258,9.835358853398454,20.9
77,3955,2021-08-11 21:06:47.502411000,81.41,408.8,308.5,393.66,48.66514665610258,9.835358853398454,20.9
78,3956,2021-08-11 21:06:47.535744400,81.23,408.69,307.84,393.45,48.66514665610258,9.835358853398454,20.9
79,3957,2021-08-11 21:06:47.569077800,81.15,408.31,307.19,393.26,48.66514664228117,9.835361821545638,20.9
80,3958,2021-08-11 21:06:47.602411200,81.02,408.21,306.47,393.03,48.66514664228117,9.835361821545638,20.9
81,3959,2021-08-11 21:06:47.635744600,80.91,407.93,305.78,392.85,48.66514664228117,9.835361821545638,20.9
82,3960,2021-08-11 21:06:47.669078000,80.76,407.73,305.04,392.67,48.66514664782344,9.835364869120802,20.9
83,3961,2021-08-11 21:06:47.702411400,80.59,407.57,304.29,392.44,48.66514664782344,9.835364869120802,20.9
84,3962,2021-08-11 21:06:47.735744800,80.4,407.27,303.49,392.19,48.66514664782344,9.835364869120802,20.9
85,3963,2021-08-11 21:06:47.769078200,80.35,406.98,302.69,391.93,48.665146790384895,9.835368150103177,20.9
86,3964,2021-08-11 21:06:47.802411600,80.14,406.75,301.86,391.72,48.665146790384895,9.835368150103177,20.9
87,3965,2021-08-11 21:06:47.835745000,80.04,406.42,301.02,391.46,48.665146790384895,9.835368150103177,20.9
88,3966,2021-08-11 21:06:47.869078400,79.84,406.13,300.17,391.21,48.66514681783498,9.835371738784648,20.9
89,3967,2021-08-11 21:06:47.902411800,79.71,405.84,299.28,390.98,48.66514681783498,9.835371738784648,20.9
90,3968,2021-08-11 21:06:47.935745200,79.5,405.63,298.4,390.72,48.66514681783498,9.835371738784648,20.9
91,3969,2021-08-11 21:06:47.969078600,79.31,405.26,297.47,390.46,48.66514680691319,9.835375736745846,21.0
92,3970,2021-08-11 21:06:48.002412000,79.17,404.94,296.56,390.19,48.66514680691319,9.835375736745846,21.0
93,3971,2021-08-11 21:06:48.035745400,79.02,404.66,295.6,389.93,48.66514680691319,9.835375736745846,21.0
94,3972,2021-08-11 21:06:48.069078800,78.75,404.34,294.62,389.67,48.66514682764747,9.835379841838838,21.0
95,3973,2021-08-11 21:06:48.102412200,78.49,404.14,293.62,389.39,48.66514682764747,9.835379841838838,21.0
96,3974,2021-08-11 21:06:48.135745600,78.18,403.92,292.6,389.12,48.66514682764747,9.835379841838838,21.0
97,3975,2021-08-11 21:06:48.169079000,77.93,403.57,291.59,388.87,48.66514706637202,9.835383928462612,21.0
98,3976,2021-08-11 21:06:48.202412400,77.55,403.2,290.51,388.61,48.66514706637202,9.835383928462612,21.0
99,3977,2021-08-11 21:06:48.235745800,77.42,402.82,289.45,388.33,48.66514706637202,9.835383928462612,21.0
100,3978,2021-08-11 21:06:48.269079200,77.27,402.54,288.33,388.05,48.66514709748413,9.835388461460187,21.0
101,3979,2021-08-11 21:06:48.302412600,77.01,402.16,287.22,387.79,48.66514709748413,9.835388461460187,21.0
102,3980,2021-08-11 21:06:48.335746000,76.73,401.94,286.13,387.46,48.66514709748413,9.835388461460187,21.0
103,3981,2021-08-11 21:06:48.369079400,76.37,401.56,284.99,387.21,48.66514728892379,9.83539268276392,21.0
104,3982,2021-08-11 21:06:48.402412800,76.13,401.17,283.85,386.92,48.66514728892379,9.83539268276392,21.0
105,3983,2021-08-11 21:06:48.435746200,75.74,400.88,282.66,386.6,48.66514728892379,9.83539268276392,21.0
106,3984,2021-08-11 21:06:48.469079600,75.42,400.54,281.49,386.31,48.66514732874333,9.835397588777251,21.0
107,3985,2021-08-11 21:06:48.502413000,75.19,400.18,280.29,386.06,48.66514732874333,9.835397588777251,21.0
108,3986,2021-08-11 21:06:48.535746400,74.78,399.87,279.12,385.78,48.66514732874333,9.835397588777251,21.0
109,3987,2021-08-11 21:06:48.569079800,74.42,399.6,277.88,385.47,48.6651473660316,9.835402404623489,21.0
110,3988,2021-08-11 21:06:48.602413200,74.2,399.16,276.65,385.18,48.6651473660316,9.835402404623489,21.0
111,3989,2021-08-11 21:06:48.635746600,73.78,398.82,275.37,384.88,48.6651473660316,9.835402404623489,21.0
112,3990,2021-08-11 21:06:48.669080000,73.44,398.5,274.13,384.62,48.66514739684816,9.83540767405482,21.0
113,3991,2021-08-11 21:06:48.702413400,73.16,398.18,272.89,384.32,48.66514739684816,9.83540767405482,21.0
114,3992,2021-08-11 21:06:48.735746800,72.79,397.79,271.61,384.02,48.66514739684816,9.83540767405482,21.0
115,3993,2021-08-11 21:06:48.769080200,72.36,397.52,270.28,383.68,48.66514758271985,9.835412484972478,21.0
116,3994,2021-08-11 21:06:48.802413600,72.07,397.15,268.98,383.42,48.66514758271985,9.835412484972478,21.0
117,3995,2021-08-11 21:06:48.835747000,71.65,396.87,267.72,383.09,48.66514758271985,9.835412484972478,21.0
118,3996,2021-08-11 21:06:48.869080400,71.27,396.46,266.36,382.76,48.66514762125448,9.8354180626217,21.0
119,3997,2021-08-11 21:06:48.902413800,70.89,396.12,265.04,382.49,48.66514762125448,9.8354180626217,21.0
120,3998,2021-08-11 21:06:48.935747200,70.53,395.78,263.75,382.19,48.66514762125448,9.8354180626217,21.0
121,3999,2021-08-11 21:06:48.969080600,70.13,395.54,262.4,381.83,48.66514766729304,9.835424047319824,21.0
122,4000,2021-08-11 21:06:49.002414000,69.73,395.09,261.09,381.56,48.66514766729304,9.835424047319824,21.0
123,4001,2021-08-11 21:06:49.035747400,69.42,394.81,259.75,381.27,48.66514766729304,9.835424047319824,21.0
124,4002,2021-08-11 21:06:49.069080800,69.11,394.46,258.39,380.93,48.66514769682468,9.835429998763004,21.0
125,4003,2021-08-11 21:06:49.102414200,68.68,394.05,257.04,380.63,48.66514769682468,9.835429998763004,21.0
126,4004,2021-08-11 21:06:49.135747600,68.32,393.69,255.72,380.34,48.66514769682468,9.835429998763004,21.0
127,4005,2021-08-11 21:06:49.169081000,67.97,393.42,254.34,380.01,48.66514774356136,9.835435727797469,21.0
128,4006,2021-08-11 21:06:49.202414400,67.58,393.04,253.0,379.73,48.66514774356136,9.835435727797469,21.0
129,4007,2021-08-11 21:06:49.235747800,67.26,392.65,251.64,379.44,48.66514774356136,9.835435727797469,21.0
