x,y,area,max_scoreImg,max_innerToRing,nr
53.0,371.0,1.0,17.0,10.1,508
54.0,371.0,1.0,18.0,13.9,509
55.0,371.0,1.0,21.0,16.1,510
87.44,371.0,2.0,27.0,22.7,550
88.24,370.48,3.0,30.0,26.4,551
89.0,370.65,2.0,33.0,27.7,552
89.74,370.76,3.0,31.0,23.5,553
90.5,371.0,2.0,25.0,17.9,554
91.37,371.0,2.0,32.0,25.2,555
92.0,370.69,2.0,36.0,29.5,556
92.67,371.0,2.0,33.0,24.8,557
93.6,371.0,2.0,27.0,19.0,558
94.28,371.25,3.0,33.0,27.7,559
95.0,371.32,2.0,36.0,31.1,560
95.65,371.0,2.0,32.0,25.3,561
96.5,371.0,2.0,25.0,20.9,562
97.25,371.24,3.0,35.0,31.1,563
98.0,371.33,2.0,38.0,33.5,564
98.74,371.25,3.0,32.0,27.9,565
99.37,371.24,3.0,26.0,21.9,566
100.25,371.24,3.0,34.0,30.5,567
101.22,371.26,3.0,36.0,31.6,568
101.77,371.0,4.0,35.0,30.1,569
102.42,371.21,3.0,31.0,26.2,570
103.25,371.27,3.0,35.0,30.9,571
104.0,371.33,2.0,38.0,32.7,572
104.74,371.23,3.0,34.0,28.4,573
105.4,371.22,3.0,27.0,20.6,574
106.25,371.24,3.0,34.0,28.2,575
107.0,371.32,2.0,39.0,32.6,576
107.79,371.03,4.0,35.0,28.2,577
108.53,371.0,2.0,30.0,23.8,578
109.26,371.24,3.0,38.0,33.3,579
110.0,371.32,2.0,43.0,38.9,580
110.59,371.0,4.0,37.0,31.0,581
111.38,371.21,3.0,30.0,25.7,582
112.22,371.21,3.0,41.0,36.5,583
113.0,371.04,3.0,41.0,35.9,584
113.77,371.0,4.0,38.0,33.1,585
114.38,371.21,3.0,31.0,26.8,586
115.25,371.21,3.0,40.0,36.0,587
116.19,370.75,3.0,43.0,40.7,588
116.75,370.78,3.0,43.0,40.3,589
117.61,370.81,3.0,33.0,30.2,590
118.35,371.0,2.0,40.0,37.2,591
119.2,370.73,3.0,43.0,38.6,592
119.78,370.74,3.0,44.0,38.4,593
120.63,370.78,3.0,33.0,27.4,594
121.54,370.78,3.0,37.0,33.3,595
122.0,370.71,2.0,46.0,41.2,596
122.78,370.74,3.0,40.0,35.7,597
123.69,370.77,3.0,39.0,34.1,598
124.51,370.81,3.0,40.0,37.7,599
124.81,370.74,3.0,48.0,44.1,600
125.6,370.79,3.0,33.0,31.8,601
125.81,370.74,3.0,46.0,41.8,602
126.23,370.76,3.0,44.0,43.3,603
126.4,371.0,2.0,33.0,36.6,604
126.73,370.69,3.0,31.0,31.1,605
127.0,370.58,2.0,28.0,30.4,606
127.0,370.66,2.0,29.0,34.5,607
127.0,370.62,2.0,26.0,37.1,608
127.0,371.0,1.0,22.0,38.0,609
127.0,371.0,1.0,18.0,38.5,610
127.0,371.0,1.0,16.0,41.5,611
129.0,370.44,2.0,23.0,30.4,666
129.33,370.33,3.0,23.0,29.9,667
130.0,370.45,2.0,36.0,33.4,668
130.56,370.45,4.0,35.0,28.5,669
131.42,370.43,4.0,31.0,26.8,670
132.2,370.37,3.0,38.0,33.1,671
203.35,17.94,9.0,41.0,35.1,672
133.19,370.37,3.0,41.0,36.4,672
200.19,39.9,7.0,39.0,34.2,673
133.96,370.45,4.0,43.0,36.7,673
196.0,61.6,4.0,37.0,30.4,674
134.64,370.44,4.0,43.0,35.4,674
190.7,82.78,6.0,31.0,20.4,675
135.64,370.24,5.0,39.0,30.6,675
184.47,103.3,7.0,36.0,33.2,676
136.54,370.41,4.0,36.0,27.3,676
177.09,123.52,7.0,33.0,21.7,677
137.59,370.22,5.0,35.0,28.1,677
168.66,143.84,6.0,27.0,21.5,678
138.63,370.18,5.0,38.0,32.3,678
160.93,163.86,12.0,53.0,48.3,679
139.66,370.13,5.0,45.0,41.1,679
154.94,185.17,9.0,45.0,39.6,680
140.68,370.13,5.0,46.0,41.9,680
141.8,369.99,4.0,49.0,45.5,681
142.99,369.98,5.0,51.0,45.7,682
150.0,250.09,3.0,26.0,17.6,683
144.02,370.01,5.0,51.0,44.4,683
147.25,271.09,9.0,38.0,26.4,684
145.17,370.04,4.0,53.0,46.3,684
144.96,292.11,9.0,31.0,24.7,685
146.32,369.86,5.0,50.0,45.0,685
146.79,314.8,10.0,34.0,24.8,686
147.37,369.9,5.0,45.0,41.3,686
150.23,337.51,19.0,40.0,31.9,687
148.5,369.94,4.0,41.0,37.4,687
156.25,362.3,4.0,22.0,11.0,688
149.65,369.78,3.0,41.0,34.6,688
150.75,369.75,3.0,48.0,42.2,689
162.0,386.49,4.0,25.0,17.7,689
151.78,369.74,3.0,53.0,48.3,690
167.0,410.95,3.0,25.0,14.9,690
153.08,369.67,5.0,53.0,46.6,691
171.0,434.46,4.0,26.0,17.4,691
154.32,369.58,4.0,52.0,47.3,692
173.65,457.86,5.0,27.0,21.7,692
155.39,369.56,4.0,46.0,41.2,693
156.46,369.57,4.0,44.0,39.9,694
157.45,369.53,4.0,40.0,37.1,695
158.33,369.51,4.0,44.0,42.1,696
158.98,369.5,4.0,46.0,43.1,697
159.43,369.5,4.0,35.0,33.2,698
159.83,369.47,3.0,47.0,45.3,699
160.16,369.06,4.0,52.0,53.0,700
160.26,368.77,3.0,43.0,48.1,701
