nr,datetime,x1,y1,x2,y2
1327,2023-09-27 16:47:09.865420600,333.26,53.77,274.62,87.55
2021,2023-09-27 16:47:56.132179800,465.39,123.46,367.48,154.26
2373,2023-09-27 16:48:19.598893400,427.88,343.85,325.22,366.99
2733,2023-09-27 16:48:43.598941400,574.56,362.26,520.42,380.23
4301,2023-09-27 16:50:28.132483800,424.84,388.07,428.26,403.51
5159,2023-09-27 16:51:25.332598200,310.98,301.17,434.55,322.17
