x,y,area,max_scoreImg,max_innerToRing,nr
569.0,257.53,2.0,17.0,14.4,362
639.0,169.02,3.0,16.0,16.1,624
639.0,168.73,4.0,34.0,35.2,625
639.0,167.93,6.0,61.0,62.2,626
638.91,167.58,10.0,106.0,110.2,627
638.86,167.32,11.0,180.0,183.6,628
638.75,167.09,13.0,239.0,249.7,629
638.62,166.97,14.0,255.0,286.0,630
638.43,166.89,16.0,249.0,302.3,631
638.22,166.78,17.0,223.0,302.6,632
638.01,166.71,16.0,251.0,296.1,633
637.67,166.67,18.0,243.0,299.1,634
637.35,166.66,18.0,209.0,297.1,635
637.06,166.66,18.0,242.0,293.3,636
636.73,166.64,24.0,243.0,295.4,637
636.45,166.59,24.0,218.0,282.2,638
636.15,166.65,24.0,234.0,282.3,639
635.85,166.74,25.0,249.0,283.2,640
635.57,166.96,22.0,229.0,271.8,641
635.28,166.91,27.0,224.0,301.9,642
635.03,166.99,24.0,246.0,283.0,643
634.76,167.21,30.0,235.0,292.3,644
634.55,167.3,32.0,201.0,294.0,645
634.32,167.29,34.0,224.0,291.0,646
634.1,167.44,36.0,222.0,280.2,647
633.89,167.61,23.0,211.0,257.9,648
633.71,167.77,20.0,196.0,275.3,649
633.69,168.03,18.0,171.0,252.6,650
633.79,168.31,19.0,139.0,262.7,651
634.19,168.71,17.0,114.0,260.1,652
634.68,169.2,14.0,138.0,237.2,653
635.21,169.38,17.0,167.0,247.6,654
635.91,169.18,27.0,175.0,258.7,655
636.31,169.19,23.0,178.0,234.7,656
636.82,169.28,29.0,189.0,299.5,657
637.29,169.47,24.0,231.0,249.4,658
637.76,169.61,22.0,218.0,269.3,659
638.05,169.83,17.0,255.0,275.8,660
638.42,169.98,13.0,255.0,282.9,661
638.7,170.09,11.0,255.0,298.2,662
638.96,170.25,8.0,180.0,237.7,663
639.0,171.97,3.0,36.0,45.3,664
639.0,173.98,3.0,18.0,12.8,703
639.0,173.22,7.0,72.0,71.3,704
638.76,173.18,14.0,208.0,207.6,705
638.38,173.32,20.0,255.0,277.7,706
637.88,173.3,26.0,255.0,275.6,707
637.24,173.31,32.0,255.0,275.8,708
636.26,173.25,36.0,255.0,280.3,709
635.19,173.22,41.0,255.0,287.8,710
634.07,173.18,40.0,255.0,293.3,711
632.91,173.15,45.0,255.0,295.8,712
631.63,173.05,37.0,255.0,296.7,713
630.31,173.01,35.0,255.0,294.4,714
628.95,172.96,34.0,255.0,299.4,715
627.53,172.89,37.0,255.0,288.2,716
626.0,172.74,35.0,255.0,296.1,717
624.51,172.66,38.0,255.0,284.7,718
622.86,172.61,36.0,255.0,289.6,719
621.3,172.53,37.0,255.0,278.2,720
619.56,172.45,38.0,255.0,269.7,721
617.8,172.35,37.0,255.0,272.9,722
616.05,172.22,42.0,255.0,281.8,723
614.25,172.12,38.0,255.0,289.2,724
612.36,172.04,39.0,255.0,292.9,725
583.73,170.63,41.0,255.0,273.7,738
581.28,170.54,37.0,255.0,273.0,739
578.76,170.44,41.0,255.0,262.6,740
576.21,170.38,37.0,255.0,265.9,741
573.62,170.27,40.0,255.0,265.0,742
571.01,170.2,41.0,255.0,279.0,743
568.39,170.13,39.0,255.0,282.4,744
565.67,169.99,40.0,255.0,274.7,745
562.98,169.96,41.0,255.0,282.8,746
560.25,169.91,39.0,255.0,288.2,747
557.48,169.83,39.0,255.0,283.4,748
554.63,169.83,40.0,255.0,274.8,749
551.75,169.8,40.0,255.0,273.5,750
548.88,169.77,40.0,255.0,278.7,751
545.99,169.77,39.0,255.0,277.6,752
543.03,169.76,39.0,255.0,277.0,753
540.11,169.74,38.0,255.0,275.2,754
537.13,169.73,39.0,255.0,276.0,755
483.5,171.4,15.0,136.0,135.7,772
480.41,171.56,16.0,121.0,116.7,773
477.46,171.82,13.0,135.0,121.9,774
474.69,172.0,17.0,127.0,119.3,775
472.08,172.2,17.0,127.0,124.5,776
469.31,172.67,14.0,127.0,126.3,777
466.8,172.92,14.0,120.0,118.5,778
464.16,173.4,14.0,135.0,133.6,779
461.78,173.71,13.0,115.0,109.3,780
459.21,174.46,13.0,141.0,122.1,781
456.87,174.96,16.0,228.0,92.6,782
454.79,175.02,24.0,233.0,94.3,783
452.63,175.35,26.0,234.0,97.0,784
450.43,175.81,27.0,255.0,193.1,785
448.2,176.34,26.0,238.0,230.9,786
446.1,176.87,28.0,255.0,248.3,787
444.07,177.45,27.0,239.0,232.9,788
442.05,178.03,28.0,248.0,242.5,789
440.1,178.65,27.0,250.0,244.9,790
438.17,179.3,26.0,241.0,233.4,791
436.34,179.92,27.0,255.0,257.9,792
434.59,180.58,29.0,255.0,250.8,793
432.83,181.25,28.0,226.0,221.3,794
431.14,181.97,27.0,255.0,252.2,795
429.47,182.64,25.0,255.0,258.7,796
427.91,183.41,26.0,230.0,225.8,797
426.36,184.09,23.0,255.0,260.8,798
424.88,184.83,28.0,245.0,239.9,799
