x,y,area,max_scoreImg,max_innerToRing,nr
572.22,210.28,35.0,42.0,12.7,385
94.0,474.0,1.0,20.0,16.4,590
94.0,468.04,3.0,23.0,20.4,591
94.0,461.88,3.0,27.0,19.4,592
94.0,455.5,2.0,20.0,16.5,593
93.0,450.41,2.0,22.0,20.3,594
92.0,443.58,2.0,19.0,16.4,595
91.0,437.57,2.0,20.0,17.5,596
90.0,431.5,2.0,20.0,13.9,597
89.0,426.39,2.0,23.0,22.3,598
88.0,420.62,2.0,24.0,14.6,599
85.72,410.38,3.0,22.0,11.1,601
82.74,399.38,3.0,22.0,19.1,603
81.0,393.59,2.0,20.0,18.9,604
80.0,388.38,2.0,25.0,16.5,605
78.0,382.47,2.0,18.0,13.2,606
77.0,376.57,2.0,20.0,12.8,607
75.0,371.44,2.0,20.0,13.5,608
73.0,365.53,2.0,18.0,11.7,609
69.0,355.0,1.0,19.0,10.7,611
67.0,349.44,2.0,20.0,16.0,612
55.0,326.0,1.0,15.0,9.8,616
50.0,318.0,1.0,15.0,11.0,617
27.0,275.0,1.0,16.0,13.3,623
639.0,452.5,2.0,20.0,17.6,644
639.0,452.11,3.0,32.0,31.1,645
639.0,452.11,5.0,47.0,47.9,646
639.0,451.8,4.0,56.0,59.3,647
639.0,451.76,6.0,68.0,76.6,648
639.0,451.76,4.0,72.0,87.0,649
639.0,451.75,4.0,63.0,86.7,650
639.0,451.68,4.0,46.0,79.6,651
639.0,451.53,2.0,17.0,61.5,652
639.0,448.08,3.0,29.0,24.0,709
638.79,447.0,10.0,116.0,115.7,710
638.44,446.48,18.0,234.0,232.5,711
637.82,446.19,24.0,219.0,217.8,712
636.97,445.72,34.0,243.0,244.2,713
635.71,445.26,37.0,223.0,223.3,714
634.39,444.74,40.0,237.0,237.1,715
632.95,444.24,44.0,223.0,220.3,716
631.52,443.72,37.0,235.0,230.7,717
629.99,443.18,37.0,219.0,218.7,718
628.45,442.58,36.0,236.0,234.1,719
626.8,442.07,36.0,225.0,223.8,720
625.21,441.42,38.0,236.0,232.4,721
623.48,440.83,38.0,236.0,233.6,722
621.7,440.27,34.0,211.0,209.6,723
619.88,439.57,39.0,237.0,235.3,724
618.09,438.92,41.0,238.0,233.1,725
