nr,datetime,x1,y1,x2,y2
4357,2021-08-11 13:55:15.399708800,433.95,359.41,387.04,357.7
6159,2021-08-11 13:56:15.466495600,354.0,278.4,292.0,277.71
7141,2021-08-11 13:56:48.199894400,447.18,73.15,382.65,83.99
8220,2021-08-11 13:57:24.166633,333.0,270.42,255.63,268.88
9403,2021-08-11 13:58:03.600045200,217.17,91.24,149.7,89.25
10153,2021-08-11 13:58:28.600095200,297.56,244.84,231.4,242.96
10998,2021-08-11 13:58:56.766818200,383.45,137.63,331.2,144.09
