x,y,area,max_scoreImg,max_innerToRing,nr
135.0,414.0,1.0,14.0,9.5,27
174.0,321.0,1.0,16.0,11.6,30
627.0,28.0,1.0,14.0,10.0,46
346.27,377.74,4.0,20.0,12.5,56
363.16,348.36,6.0,25.0,16.2,57
383.97,323.12,8.0,26.0,18.9,58
413.0,395.48,2.0,15.0,13.0,110
416.0,383.47,2.0,16.0,13.9,111
418.0,370.0,1.0,14.0,12.6,112
411.0,198.0,1.0,14.0,10.4,124
405.0,184.0,1.0,15.0,11.3,125
345.0,52.0,1.0,14.0,11.1,135
339.0,40.0,1.0,15.0,13.1,136
216.0,257.0,1.0,19.0,10.2,138
228.44,265.0,2.0,18.0,10.6,139
239.0,275.0,1.0,18.0,10.8,140
291.0,338.0,1.0,15.0,10.2,145
327.0,379.0,1.0,16.0,9.3,148
383.0,428.0,1.0,16.0,9.1,152
428.0,464.0,1.0,14.0,10.4,155
497.0,0.0,1.0,17.0,13.5,171
449.0,11.0,1.0,14.0,11.5,202
76.53,386.47,2.0,16.0,11.3,232
114.67,290.33,3.0,19.0,18.3,235
193.0,4.88,5.0,20.0,14.2,236
108.52,302.48,4.0,16.0,12.0,236
181.55,29.51,4.0,20.0,13.5,237
116.0,335.0,1.0,18.0,9.8,237
173.21,54.06,4.0,20.0,15.0,238
171.24,56.36,8.0,23.0,22.8,239
173.0,31.58,2.0,21.0,14.1,240
175.48,0.54,4.0,19.0,11.8,241
438.0,45.0,1.0,14.0,10.0,264
7.47,470.0,2.0,18.0,13.1,295
25.0,473.0,1.0,16.0,12.2,298
10.45,10.0,2.0,17.0,10.8,304
109.6,8.32,3.0,20.0,12.9,309
128.5,20.0,2.0,22.0,19.1,310
58.0,450.0,1.0,14.0,9.3,311
168.51,15.0,2.0,22.0,19.6,312
148.0,458.0,1.0,14.0,12.0,312
197.52,10.0,2.0,22.0,12.9,313
55.0,376.0,1.0,17.0,14.3,315
49.0,378.0,1.0,15.0,12.7,316
65.0,461.0,1.0,14.0,11.7,323
610.0,406.44,11.0,25.0,13.6,329
631.06,410.51,26.0,31.0,25.3,330
625.67,27.05,4.0,17.0,12.3,354
538.0,76.0,1.0,15.0,12.4,358
496.0,63.0,3.0,14.0,14.7,360
475.0,60.0,1.0,19.0,18.1,361
436.0,63.0,1.0,16.0,12.5,363
418.0,68.0,1.0,22.0,16.3,364
402.0,74.0,1.0,22.0,17.3,365
