,nr,datetime,x1,y1,x2,y2,lat,lon,height
1,867,2022-06-26 20:47:46.784488600,508.6,195.56,480.75,471.27,49.422414587607165,11.448016313229898,34.9
2,868,2022-06-26 20:47:46.851155400,507.77,191.69,480.6,467.38,49.422415941174805,11.448012918201131,34.9
3,869,2022-06-26 20:47:46.917822200,507.02,188.07,480.43,463.75,49.422415941174805,11.448012918201131,34.9
4,870,2022-06-26 20:47:46.984489000,506.3,184.74,480.31,460.36,49.42241696722109,11.44801050458507,34.9
5,871,2022-06-26 20:47:47.051155800,505.54,181.68,480.13,457.26,49.42241803842855,11.448007725553316,34.9
6,872,2022-06-26 20:47:47.117822600,504.88,178.87,479.96,454.34,49.42241803842855,11.448007725553316,34.9
7,873,2022-06-26 20:47:47.184489400,504.28,176.29,479.72,451.68,49.4224188687878,11.448006156022736,34.9
8,874,2022-06-26 20:47:47.251156200,503.59,173.95,479.55,449.2,49.42241966774325,11.448003986719463,34.9
9,875,2022-06-26 20:47:47.317823000,503.09,171.81,479.38,446.97,49.42241966774325,11.448003986719463,34.9
10,876,2022-06-26 20:47:47.384489800,502.56,169.9,479.2,444.93,49.42242011558591,11.448003317427302,34.9
11,877,2022-06-26 20:47:47.451156600,502.08,168.18,479.03,443.08,49.42242064706927,11.448001743866952,34.9
12,879,2022-06-26 20:47:47.584490200,501.19,165.42,478.62,440.03,49.42242126373529,11.448001559381376,34.9
13,880,2022-06-26 20:47:47.651157000,500.72,164.34,478.41,438.82,49.42242158414666,11.448000573293772,34.9
14,881,2022-06-26 20:47:47.717823800,500.44,163.46,478.25,437.77,49.42242158414666,11.448000573293772,34.9
15,882,2022-06-26 20:47:47.784490600,500.15,162.77,478.09,436.93,49.42242227383123,11.4480008063471,34.9
16,883,2022-06-26 20:47:47.851157400,499.85,162.17,477.95,436.23,49.422422403935165,11.448000367000258,34.9
17,884,2022-06-26 20:47:47.917824200,499.55,161.76,477.82,435.61,49.422422403935165,11.448000367000258,34.9
18,885,2022-06-26 20:47:47.984491000,499.31,161.36,477.66,435.09,49.42242307588764,11.448000712583358,34.9
19,887,2022-06-26 20:47:48.117824600,498.81,160.8,477.26,434.21,49.4224231142815,11.448000619556993,34.9
20,891,2022-06-26 20:47:48.384491800,497.58,160.16,476.32,432.8,49.422424327243,11.44800094046122,35.0
21,892,2022-06-26 20:47:48.451158600,497.18,160.06,476.01,432.71,49.42242438768634,11.448001067016104,35.0
22,893,2022-06-26 20:47:48.517825400,496.86,159.95,475.71,432.52,49.42242438768634,11.448001067016104,35.0
23,894,2022-06-26 20:47:48.584492200,496.54,159.8,475.46,432.23,49.42242502614485,11.448000947440857,35.1
24,895,2022-06-26 20:47:48.651159000,496.27,159.71,475.2,432.02,49.42242511408579,11.4480010863615,35.1
25,899,2022-06-26 20:47:48.917826200,495.38,159.28,474.32,431.05,49.42242564202276,11.448000843589472,35.1
26,900,2022-06-26 20:47:48.984493000,495.03,159.4,474.08,430.9,49.4224260256872,11.44800053308886,35.1
27,901,2022-06-26 20:47:49.051159800,494.86,159.26,473.91,430.81,49.42242607682762,11.448000613064693,35.1
28,902,2022-06-26 20:47:49.117826600,494.71,159.15,473.78,430.74,49.42242607682762,11.448000613064693,35.1
29,903,2022-06-26 20:47:49.184493400,494.59,159.06,473.65,430.61,49.42242645840191,11.448000338107423,35.1
30,904,2022-06-26 20:47:49.251160200,494.45,158.95,473.49,430.49,49.42242649198154,11.448000381525883,35.2
31,905,2022-06-26 20:47:49.317827000,494.28,158.95,473.27,430.5,49.42242649198154,11.448000381525883,35.2
32,906,2022-06-26 20:47:49.384493800,494.15,158.95,473.11,430.57,49.42242661154903,11.44800012471562,35.1
33,907,2022-06-26 20:47:49.451160600,494.12,158.92,472.99,430.6,49.422426625169344,11.44800015538642,35.1
34,908,2022-06-26 20:47:49.517827400,494.1,158.89,472.71,430.76,49.422426625169344,11.44800015538642,35.1
35,909,2022-06-26 20:47:49.584494200,494.08,159.02,472.52,431.05,49.42242671967202,11.447999987915214,35.1
